//ICES_parameter_mapping
//<subject>ICES:LOCAL:Depth [m]</subject><object>ICES:P01::DPSAZZ01</object><units>ICES:P06::ULAA</units>
//<subject>ICES:LOCAL:CPHLSSP1</subject><object>ICES:P01::CPHLSSP1</object><units>ICES:P06::UMMC</units>
//<subject>ICES:LOCAL:CPHLSXP1</subject><object>ICES:P01::CPHLSXP1</object><units>ICES:P06::UMMC</units>
//<subject>ICES:LOCAL:CPHLHPP1</subject><object>ICES:P01::CPHLHPP1</object><units>ICES:P06::UMMC</units>
//<subject>ICES:LOCAL:CPHLFLP1</subject><object>ICES:P01::CPHLFLP1</object><units>ICES:P06::UMMC</units>
//<subject>ICES:LOCAL:TEMPPR01</subject><object>ICES:P01::TEMPPR01</object><units>ICES:P06::UPAA</units>
//<subject>ICES:LOCAL:NEPHIF01</subject><object>ICES:P01::NEPHIF01</object><units>ICES:P06::UUUU</units>
//<subject>ICES:LOCAL:PSALKT01</subject><object>ICES:P01::PSALKT01</object><units>ICES:P06::UUUU</units>
//<subject>ICES:LOCAL:SLCAAATX</subject><object>ICES:P01::SLCAAATX</object><units>ICES:P06::UPOX</units>
//<subject>ICES:LOCAL:PHOSAAD1</subject><object>ICES:P01::PHOSAAD1</object><units>ICES:P06::UPOX</units>
//<subject>ICES:LOCAL:DOXYPE01</subject><object>ICES:P01::DOXYPE01</object><units>ICES:P06::UPOX</units>
//<subject>ICES:LOCAL:PSALTC01</subject><object>ICES:P01::PSALTC01</object><units>ICES:P06::UUUU</units>
//<subject>ICES:LOCAL:AMONMATX</subject><object>ICES:P01::AMONMATX</object><units>ICES:P06::UPOX</units>
//<subject>ICES:LOCAL:NTRZAATX</subject><object>ICES:P01::NTRZAATX</object><units>ICES:P06::UPOX</units>
//<subject>ICES:LOCAL:PSSTTS01</subject><object>ICES:P01::PSSTTS01</object><units>ICES:P06::UPAA</units>
//<subject>ICES:LOCAL:AMONDSRX</subject><object>ICES:P01::AMONDSRX</object><units>ICES:P06::UPOX</units>
//<subject>ICES:LOCAL:DOXYAAOP</subject><object>ICES:P01::DOXYAAOP</object><units>ICES:P06::UPOX</units>
//<subject>ICES:LOCAL:TURBPR01</subject><object>ICES:P01::TURBPR01</object><units>ICES:P06::USTU</units>
//<subject>ICES:LOCAL:PSALPR01</subject><object>ICES:P01::PSALPR01</object><units>ICES:P06::UUUU</units>
//<subject>ICES:LOCAL:PSALBSTX</subject><object>ICES:P01::PSALBSTX</object><units>ICES:P06::UUUU</units>
//<subject>ICES:LOCAL:TEMPRTNX</subject><object>ICES:P01::TEMPRTNX</object><units>ICES:P06::UPAA</units>
//<subject>ICES:LOCAL:SLCAMATX</subject><object>ICES:P01::SLCAMATX</object><units>ICES:P06::UPOX</units>
//<subject>ICES:LOCAL:PHOSMAD1</subject><object>ICES:P01::PHOSMAD1</object><units>ICES:P06::UPOX</units>
//<subject>ICES:LOCAL:AMONFID2</subject><object>ICES:P01::AMONFID2</object><units>ICES:P06::UPOX</units>
//<subject>ICES:LOCAL:PSALHD01</subject><object>ICES:P01::PSALHD01</object><units>ICES:P06::UUUU</units>
//<subject>ICES:LOCAL:DOXYWITX</subject><object>ICES:P01::DOXYWITX</object><units>ICES:P06::UPOX</units>
//<subject>ICES:LOCAL:PSALRF01</subject><object>ICES:P01::PSALRF01</object><units>ICES:P06::UUUU</units>
//<subject>ICES:LOCAL:NTRZMATX</subject><object>ICES:P01::NTRZMATX</object><units>ICES:P06::UPOX</units>
//
Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],Platform Code,Device Category Code,Distributor Code,Custodian Code,Originator Code,Project Code,Depth [m],QV:ODV:CPHLSSP1,QV:ODV:CPHLSXP1,QV:ODV:CPHLHPP1,QV:ODV:CPHLFLP1,QV:ODV:TEMPPR01,QV:ODV:NEPHIF01,QV:ODV:PSALKT01,QV:ODV:SLCAAATX,QV:ODV:PHOSAAD1,QV:ODV:DOXYPE01,QV:ODV:PSALTC01,QV:ODV:AMONMATX,QV:ODV:NTRZAATX,QV:ODV:PSSTTS01,QV:ODV:AMONDSRX,QV:ODV:DOXYAAOP,QV:ODV:TURBPR01,QV:ODV:PSALPR01,QV:ODV:PSALBSTX,QV:ODV:TEMPRTNX,QV:ODV:SLCAMATX,QV:ODV:PHOSMAD1,QV:ODV:AMONFID2,QV:ODV:PSALHD01,QV:ODV:DOXYWITX,QV:ODV:PSALRF01,QV:ODV:NTRZMATX,TEMPPR01,NEPHIF01,PSALKT01,SLCAAATX,PHOSAAD1,DOXYPE01,PSALTC01,AMONMATX,NTRZAATX,CPHLSXP1,PSSTTS01,AMONDSRX,DOXYAAOP,TURBPR01,PSALPR01,PSALBSTX,CPHLHPP1,CPHLFLP1,TEMPRTNX,SLCAMATX,PHOSMAD1,AMONFID2,PSALHD01,DOXYWITX,PSALRF01,CPHLSSP1,NTRZMATX
1989,"Antifer ponton pétrolier_1989-07-17 11:15:00","*","1989-07-17T11:15Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-18 10:30:00","*","1989-07-18T10:30Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-19 13:30:00","*","1989-07-19T13:30Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-20 15:00:00","*","1989-07-20T15:00Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-21 14:00:00","*","1989-07-21T14:00Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-22 14:30:00","*","1989-07-22T14:30Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-23 14:30:00","*","1989-07-23T14:30Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-24 16:00:00","*","1989-07-24T16:00Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-25 15:45:00","*","1989-07-25T15:45Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-26 17:20:00","*","1989-07-26T17:20Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-27 17:00:00","*","1989-07-27T17:00Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-28 09:45:00","*","1989-07-28T09:45Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-29 09:15:00","*","1989-07-29T09:15Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-30 11:30:00","*","1989-07-30T11:30Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-07-31 10:30:00","*","1989-07-31T10:30Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-01 11:00:00","*","1989-08-01T11:00Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-02 14:00:00","*","1989-08-02T14:00Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-03 15:00:00","*","1989-08-03T15:00Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-04 14:00:00","*","1989-08-04T14:00Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-05 14:30:00","*","1989-08-05T14:30Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-06 15:15:00","*","1989-08-06T15:15Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-07 14:15:00","*","1989-08-07T14:15Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-08 14:45:00","*","1989-08-08T14:45Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-09 16:30:00","*","1989-08-09T16:30Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-10 18:00:00","*","1989-08-10T18:00Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-11 16:00:00","*","1989-08-11T16:00Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-12 08:30:00","*","1989-08-12T08:30Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-13 08:45:00","*","1989-08-13T08:45Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-14 09:15:00","*","1989-08-14T09:15Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-15 09:15:00","*","1989-08-15T09:15Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-16 11:00:00","*","1989-08-16T11:00Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-17 12:00:00","*","1989-08-17T12:00Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-18 12:55:00","*","1989-08-18T12:55Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-19 14:30:00","*","1989-08-19T14:30Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-20 14:30:00","*","1989-08-20T14:30Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-21 15:30:00","*","1989-08-21T15:30Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-22 14:45:00","*","1989-08-22T14:45Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-23 16:00:00","*","1989-08-23T16:00Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"Antifer ponton pétrolier_1989-08-24 16:45:00","*","1989-08-24T16:45Z",0.1316590692,49.6657520189,,"ZZ99","30","6088","6088","6088",,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,
