taxon,aphia_ID,scientific_name,rank,class,kingdom,phylum,subphylum,genus,worms,rank_combined
Protoperidinium tumidum,232820,Protoperidinium tumidum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium tumidum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium venustum,232777,Protoperidinium venustum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium venustum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Pyrocystis lunula,164053,Pyrocystis lunula,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Pyrocystis,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Pyrocystaceae/Pyrocystis/Pyrocystis lunula,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Pyrocystis pseudonoctiluca,573782,Pyrocystis pseudonoctiluca,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Pyrocystis,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Pyrocystaceae/Pyrocystis/Pyrocystis pseudonoctiluca,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Pyrophacus,109555,Pyrophacus,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Pyrophacus,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Pyrophacaceae/Pyrophacus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus
Pyrophacus horologium,232598,Pyrophacus horologium,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Pyrophacus,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Pyrophacaceae/Pyrophacus/Pyrophacus horologium,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Pyrophacus steinii,110267,Pyrophacus steinii,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Pyrophacus,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Pyrophacaceae/Pyrophacus/Pyrophacus steinii,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Scrippsiella,109545,Scrippsiella,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Scrippsiella,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Thoracosphaerales/Thoracosphaeraceae/Scrippsiella,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus
Scrippsiella acuminata,1321853,Scrippsiella acuminata,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Scrippsiella,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Thoracosphaerales/Thoracosphaeraceae/Scrippsiella/Scrippsiella acuminata,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Scrippsiella acuminata cyst,1321853,Scrippsiella acuminata,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Scrippsiella,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Thoracosphaerales/Thoracosphaeraceae/Scrippsiella/Scrippsiella acuminata,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Scrippsiella lachrymosa,110168,Scrippsiella lachrymosa,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Scrippsiella,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Thoracosphaerales/Thoracosphaeraceae/Scrippsiella/Scrippsiella lachrymosa,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Spatulodinium,109502,Spatulodinium,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Spatulodinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Noctilucales/Kofoidiniaceae/Spatulodinium,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus
Spatulodinium immature,109502,Spatulodinium,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Spatulodinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Noctilucales/Kofoidiniaceae/Spatulodinium,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus
Spatulodinium pseudonoctiluca,109923,Spatulodinium pseudonoctiluca,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Spatulodinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Noctilucales/Kofoidiniaceae/Spatulodinium/Spatulodinium pseudonoctiluca,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Spiraulax kofoidii,110048,Spiraulax kofoidii,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Spiraulax,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Peridiniida incertae sedis/Spiraulax/Spiraulax kofoidii,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Stylodinium,109561,Stylodinium,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Stylodinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Phytodiniales/Phytodiniaceae/Stylodinium,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus
Torodinium,109479,Torodinium,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Torodinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Gymnodiniales/Gymnodiniaceae/Torodinium,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus
Torodinium robustum,109889,Torodinium robustum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Torodinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Gymnodiniales/Gymnodiniaceae/Torodinium/Torodinium robustum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Torodinium teredo,109890,Torodinium teredo,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Torodinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Gymnodiniales/Gymnodiniaceae/Torodinium/Torodinium teredo,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Triadinium polyedricum,196828,Triadinium polyedricum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Triadinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Goniodomataceae/Triadinium/Triadinium polyedricum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos azoricus,837310,Tripos azoricus,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos azoricus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos brevis,841189,Tripos brevis,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos brevis,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos candelabrum,841193,Tripos candelabrum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos candelabrum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos dens,840628,Tripos dens,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos dens,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos falcatus,837220,Tripos falcatus,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos falcatus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos furca,840627,Tripos furca,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos furca,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos fusus,840626,Tripos fusus,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos fusus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos gibberus,837222,Tripos gibberus,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos gibberus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos hexacanthus,841248,Tripos hexacanthus,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos hexacanthus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos horridus,837453,Tripos horridus,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos horridus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos kofoidii,837456,Tripos kofoidii,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos kofoidii,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos lineatus,837459,Tripos lineatus,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos lineatus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos macroceros,841260,Tripos macroceros,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos macroceros,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos massiliensis,841261,Tripos massiliensis,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos massiliensis,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos muelleri,495363,Tripos muelleri,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos muelleri,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos pentagonus,841746,Tripos pentagonus,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos pentagonus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos symmetricus,841767,Tripos symmetricus,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos symmetricus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos teres,1381154,Tripos teres,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos teres,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Tripos trichoceros,842517,Tripos trichoceros,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Tripos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Ceratiaceae/Tripos/Tripos trichoceros,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Warnowia,109491,Warnowia,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Warnowia,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Gymnodiniales/Warnowiaceae/Warnowia,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus
Warnowia polyphemus,233144,Warnowia polyphemus,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Warnowia,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Gymnodiniales/Warnowiaceae/Warnowia/Warnowia polyphemus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Euglena,8012,Euglena,Genus,Euglenophyceae,Protozoa,Euglenozoa,Euglenoida,Euglena,Protozoa/Eozoa/Euglenozoa/Euglenozoa/Euglenoida/Dipilida/Euglenophyceae/Euglenophycidae/Euglenales/Euglenaceae/Euglenoideae/Euglena,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Subfamily/Genus
Eutreptia,178582,Eutreptia,Genus,Euglenophyceae,Protozoa,Euglenozoa,Euglenoida,Eutreptia,Protozoa/Eozoa/Euglenozoa/Euglenozoa/Euglenoida/Dipilida/Euglenophyceae/Euglenophycidae/Eutreptiales/Eutreptiaceae/Eutreptia,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus
Eutreptiella,17657,Eutreptiella,Genus,Euglenophyceae,Protozoa,Euglenozoa,Euglenoida,Eutreptiella,Protozoa/Eozoa/Euglenozoa/Euglenozoa/Euglenoida/Dipilida/Euglenophyceae/Euglenophycidae/Eutreptiales/Eutreptiaceae/Eutreptiella,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus
Lepocinclis,163401,Lepocinclis,Genus,Euglenophyceae,Protozoa,Euglenozoa,Euglenoida,Lepocinclis,Protozoa/Eozoa/Euglenozoa/Euglenozoa/Euglenoida/Dipilida/Euglenophyceae/Euglenophycidae/Euglenales/Phacaceae/Lepocinclis,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus
Lepocinclis acus,624247,Lepocinclis acus,Species,Euglenophyceae,Protozoa,Euglenozoa,Euglenoida,Lepocinclis,Protozoa/Eozoa/Euglenozoa/Euglenozoa/Euglenoida/Dipilida/Euglenophyceae/Euglenophycidae/Euglenales/Phacaceae/Lepocinclis/Lepocinclis acus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Phacus,163339,Phacus,Genus,Euglenophyceae,Protozoa,Euglenozoa,Euglenoida,Phacus,Protozoa/Eozoa/Euglenozoa/Euglenozoa/Euglenoida/Dipilida/Euglenophyceae/Euglenophycidae/Euglenales/Phacaceae/Phacus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus
Trachelomonas,163247,Trachelomonas,Genus,Euglenophyceae,Protozoa,Euglenozoa,Euglenoida,Trachelomonas,Protozoa/Eozoa/Euglenozoa/Euglenozoa/Euglenoida/Dipilida/Euglenophyceae/Euglenophycidae/Euglenales/Euglenaceae/Colacioideae/Trachelomonas,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Subfamily/Genus
Microcystis,875149,Microcystis,Genus,Gastropoda,Animalia,Mollusca,NA,Microcystis,Animalia/Mollusca/Gastropoda/Heterobranchia/Euthyneura/Tectipleura/Eupulmonata/Stylommatophora/Helicina/Limacoidei/Trochomorphoidea/Microcystidae/Microcystinae/Microcystis,Kingdom/Phylum/Class/Subclass/Infraclass/Subterclass/Superorder/Order/Suborder/Infraorder/Superfamily/Family/Subfamily/Genus
Cyrtaulon,171795,Cyrtaulon,Genus,Hexactinellida,Animalia,Porifera,NA,Cyrtaulon,Animalia/Porifera/Hexactinellida/Hexasterophora/Sceptrulophora/Sceptrulophora incertae sedis/Cyrtaulon,Kingdom/Phylum/Class/Subclass/Order/Family/Genus
Dentitheca,267379,Dentitheca,Genus,Hydrozoa,Animalia,Cnidaria,Medusozoa,Dentitheca,Animalia/Cnidaria/Medusozoa/Hydrozoa/Hydroidolina/Leptothecata/Plumularioidea/Plumulariidae/Dentitheca,Kingdom/Phylum/Subphylum/Class/Subclass/Order/Superfamily/Family/Genus
Dolichomastix,134530,Dolichomastix,Genus,Mamiellophyceae,Plantae,Chlorophyta,NA,Dolichomastix,Plantae/Viridiplantae/Chlorophyta/Prasinophytina/Mamiellophyceae/Dolichomastigales/Dolichomastigaceae/Dolichomastix,Kingdom/Subkingdom/Phylum (Division)/Subphylum (Subdivision)/Class/Order/Family/Genus
Solenicola setigera,118073,Solenicola setigera,Species,Nanomonadea,Chromista,Bigyra,NA,Solenicola,Chromista/Harosa/Heterokonta/Bigyra/Nanomonadea/Uniciliatida/Solenicolidae/Solenicola/Solenicola setigera,Kingdom/Subkingdom/Infrakingdom/Phylum/Class/Order/Family/Genus/Species
Nephroselmis,134524,Nephroselmis,Genus,Nephroselmidophyceae,Plantae,Chlorophyta,NA,Nephroselmis,Plantae/Viridiplantae/Chlorophyta/Prasinophytina/Nephroselmidophyceae/Nephroselmidales/Nephroselmidaceae/Nephroselmis,Kingdom/Subkingdom/Phylum (Division)/Subphylum (Subdivision)/Class/Order/Family/Genus
Prasinophyceae,17329,Prasinophyceae,Class,Prasinophyceae,Plantae,Chlorophyta,NA,NA,Plantae/Viridiplantae/Chlorophyta/Prasinophyceae,Kingdom/Subkingdom/Phylum (Division)/Class
Prymnesiophyceae,115057,Prymnesiophyceae,Class,Prymnesiophyceae,Chromista,Haptophyta,NA,NA,Chromista/Hacrobia/Haptophyta/Prymnesiophyceae,Kingdom/Subkingdom/Phylum/Class
Cymbomonas tetramitiformis,134545,Cymbomonas tetramitiformis,Species,Pyramimonadophyceae,Plantae,Chlorophyta,NA,Cymbomonas,Plantae/Viridiplantae/Chlorophyta/Prasinophytina/Pyramimonadophyceae/Pyramimonadales/Pyramimonadaceae/Cymbomonas/Cymbomonas tetramitiformis,Kingdom/Subkingdom/Phylum (Division)/Subphylum (Subdivision)/Class/Order/Family/Genus/Species
Pterosperma,160595,Pterosperma,Genus,Pyramimonadophyceae,Plantae,Chlorophyta,NA,Pterosperma,Plantae/Viridiplantae/Chlorophyta/Prasinophytina/Pyramimonadophyceae/Pyramimonadales/Pterospermataceae/Pterosperma,Kingdom/Subkingdom/Phylum (Division)/Subphylum (Subdivision)/Class/Order/Family/Genus
Pterosperma moebii,345882,Pterosperma moebii,Species,Pyramimonadophyceae,Plantae,Chlorophyta,NA,Pterosperma,Plantae/Viridiplantae/Chlorophyta/Prasinophytina/Pyramimonadophyceae/Pyramimonadales/Pterospermataceae/Pterosperma/Pterosperma moebii,Kingdom/Subkingdom/Phylum (Division)/Subphylum (Subdivision)/Class/Order/Family/Genus/Species
Pyramimonadophyceae,886274,Pyramimonadophyceae,Class,Pyramimonadophyceae,Plantae,Chlorophyta,NA,NA,Plantae/Viridiplantae/Chlorophyta/Prasinophytina/Pyramimonadophyceae,Kingdom/Subkingdom/Phylum (Division)/Subphylum (Subdivision)/Class
Pyramimonas,134529,Pyramimonas,Genus,Pyramimonadophyceae,Plantae,Chlorophyta,NA,Pyramimonas,Plantae/Viridiplantae/Chlorophyta/Prasinophytina/Pyramimonadophyceae/Pyramimonadales/Pyramimonadaceae/Pyramimonas,Kingdom/Subkingdom/Phylum (Division)/Subphylum (Subdivision)/Class/Order/Family/Genus
Pyramimonas longicauda,160513,Pyramimonas longicauda,Species,Pyramimonadophyceae,Plantae,Chlorophyta,NA,Pyramimonas,Plantae/Viridiplantae/Chlorophyta/Prasinophytina/Pyramimonadophyceae/Pyramimonadales/Pyramimonadaceae/Pyramimonas/Pyramimonas longicauda,Kingdom/Subkingdom/Phylum (Division)/Subphylum (Subdivision)/Class/Order/Family/Genus/Species
Chattonella,233776,Chattonella,Genus,Raphidophyceae,Chromista,Ochrophyta,NA,Chattonella,Chromista/Harosa/Heterokonta/Ochrophyta/Raphidophyceae/Chattonellales/Chattonellaceae/Chattonella,Kingdom/Subkingdom/Infrakingdom/Phylum/Class/Order/Family/Genus
Closteriopsis,572004,Closteriopsis,Genus,Trebouxiophyceae,Plantae,Chlorophyta,NA,Closteriopsis,Plantae/Viridiplantae/Chlorophyta/Chlorophytina/Trebouxiophyceae/Chlorellales/Chlorellaceae/Closteriopsis,Kingdom/Subkingdom/Phylum (Division)/Subphylum (Subdivision)/Class/Order/Family/Genus
Dictyosphaerium,178623,Dictyosphaerium,Genus,Trebouxiophyceae,Plantae,Chlorophyta,NA,Dictyosphaerium,Plantae/Viridiplantae/Chlorophyta/Chlorophytina/Trebouxiophyceae/Chlorellales/Chlorellaceae/Dictyosphaerium,Kingdom/Subkingdom/Phylum (Division)/Subphylum (Subdivision)/Class/Order/Family/Genus
Oocystis,178611,Oocystis,Genus,Trebouxiophyceae,Plantae,Chlorophyta,NA,Oocystis,Plantae/Viridiplantae/Chlorophyta/Chlorophytina/Trebouxiophyceae/Chlorellales/Oocystaceae/Oocystis,Kingdom/Subkingdom/Phylum (Division)/Subphylum (Subdivision)/Class/Order/Family/Genus
Didymocystis,108733,Didymocystis,Genus,Trematoda,Animalia,Platyhelminthes,Rhabditophora,Didymocystis,Animalia/Platyhelminthes/Rhabditophora/Neodermata/Trematoda/Digenea/Plagiorchiida/Hemiurata/Hemiuroidea/Didymozoidae/Didymozoinae/Didymozoini/Didymocystis,Kingdom/Phylum/Subphylum/Superclass/Class/Subclass/Order/Suborder/Superfamily/Family/Subfamily/Tribe/Genus
Vibrio tripunctatus,175322,Vibrio tripunctatus,Species,Tubulinea,Protozoa,Amoebozoa,Lobosa,Vibrio,Protozoa/Sarcomastigota/Amoebozoa/Lobosa/Tubulinea/Euamoebida/Amoebidae/Vibrio/Vibrio tripunctatus,Kingdom/Subkingdom/Phylum/Subphylum/Class/Order/Family/Genus/Species
Closterium,162725,Closterium,Genus,Zygnematophyceae,Plantae,Charophyta,NA,Closterium,Plantae/Viridiplantae/Streptophyta/Charophyta/Zygnematophyceae/Zygnematophycidae/Desmidiales/Closteriaceae/Closterium,Kingdom/Subkingdom/Infrakingdom/Phylum (Division)/Class/Subclass/Order/Family/Genus
Closterium acutum,162726,Closterium acutum,Species,Zygnematophyceae,Plantae,Charophyta,NA,Closterium,Plantae/Viridiplantae/Streptophyta/Charophyta/Zygnematophyceae/Zygnematophycidae/Desmidiales/Closteriaceae/Closterium/Closterium acutum,Kingdom/Subkingdom/Infrakingdom/Phylum (Division)/Class/Subclass/Order/Family/Genus/Species
