station*;site d'echantillonnage*;jeu de donnees*;sample_name*;sampling_resp*;sampling_date(dd/mm/yyyy)*;sampling_time (hh:mm);sampling_depth_min;sampling_depth_max;sampling_volume;tide;tide_coefficient;sampling_device*;bottle_model;bottle_volume (liter);pump_model;pump_flow (L per min);net_length (m);net_type;net_area (m2);net_mesh (µm);net_direction;analysis_method*;analysis_resp*;analysis_date (dd/mm/yyyy)*;preservation;volume_analysed(ml);filtration_mesh;sample_fraction;fractioning_method;fixing_method;volume_sedimentation_chamber(ml);taxon_pelagos;Achnanthes;Actinoptychus senarius;Alexandrium minutum;Alexandrium;Alexandrium;Amphidiniopsis;Amphidinium;Azadinium caudatum;Amphiprora;Amphitetras;Asterionella bleakeleyi;Asterionella formosa;Asterionella glacialis;Asteromphalus;Asterionella kariana;Attheya;Azadinium caudatum;Azadinium;Bacillaria paxillifera;Bacillariophycanae;Bacteriastrum delicatulum;Bacteriastrum;Bellerochea malleus;Biddulphia rhombus;Biddulphia sinensis;Biddulphia;Centrodinium punctatum;Centrodinium punctatum;Cerataulina pelagica;Chaetoceros affinis;Chaetoceros breve;Chaetoceros curvisetus;Chaetoceros danicus;Chaetoceros debilis;Chaetoceros decipiens;Chaetoceros densus;Chaetoceros diadema;Chaetoceros didymus;Chaetoceros lorenzianus;Chaetoceros mitra;Chaetoceros peruvianus;Chaetoceros protuberans;Chaetoceros pseudocurvisetus;Chaetoceros simplex;Chaetoceros socialis;Chaetoceros;Chaetoceros tenuissimus;Chaetoceros teres;Chattonella;Ciliophora;Cocconeis;Codonella;Coolia;Corethron;Corythodinium tesselatum;Coscinodiscus concinnus;Coscinodiscus granii;Coscinodiscus radiatus;Coscinodiscus;Coscinodiscus wailesii;Cryptophyceae;Cryptophyceae;Cylindrotheca closterium;Cylindrotheca fusiformis;Cymatosira belgica;Cyrtostrombidium;Dactyliosolen fragilissimus;Dactyliosolen phuketensis;Dactyliosolen;Detonula confervacea;Detonula pumila;Detonula;Dictyocha crux;Dictyocha fibula;Dictyocha fibula;Dictyocha;Octactis speculum;Dictyocha;Dinobryon;Dinophysaceae;Dinophysis acuminata;Dinophysis acuta;Dinophysis caudata;Dinophysis dens;Dinophysis fortii;Dinophysis hastata;Dinophysis sacculus;Dinophysis;Dinophysis tripos;Diploneis;Diplopsalis;Ditylum brightwellii;Ebriaceae;Empty Bacillariophyceae;Entomoneis alata;Eucampia zodiacus;Euglenoidea;Eupyxidicula nipponica;Eutintinnus;Foraminifera;Gonyaulacaceae;Gonyaulax;Gonyaulax spinifera;Gonyaulax verior;Grammatophora;Guinardia delicatula;Guinardia flaccida;Guinardia;Guinardia striata;Gymnodinium catenatum;Gymnodinium;Gyrodinium fusus;Gyrodinium;Gyrodinium spirale;Helicotheca tamesis;Hemiaulus hauckii;Hemiaulus hauckii;Hemiaulus sinensis;Hemiaulus;Heterocapsa minima;Heterocapsa niei;Heterocapsa rotundata;Heterocapsa;Kryptoperidinium triquetrum;Hobaniella longicruris;Karenia;Lauderia annulata;Lebouridinium glaucum;Leptocylindrus danicus;Leptocylindrus mediterraneus;Leptocylindrus minimus;Levanderina fissa;Licmophora;Lithodesmium undulatum;Lyrella;Mediopyxis helysia;Melosira;Mesodinium rubrum;Meuniera membranacea;Nitzschia longissima;Nitzschia;Noctiluca;Octactis octonaria;Octactis speculum;Odontella aurita;Ostreopsis;Oxytoxum adriaticum;Oxytoxum caudatum;Oxytoxum coronatum;Oxytoxum parvum;Oxytoxum schauinslandii;Oxytoxum scolopax;Oxytoxum;Oxytoxum tesselatum;Paralia sulcata;Phaeocystis pouchetii;Phalacroma rotundatum;Phalacroma;Plagiogramma vanheurckii;Plagiogrammopsis;Planktoniella sol;Pleurosigmataceae;Podolampas bipes;Podolampas palmipes;Podolampas;Porosira glacialis;Proboscia alata;Proboscia indica;Proboscia;Pronoctiluca;Prorocentrum balticum;Prorocentrum gracile;Prorocentrum lima;Prorocentrum micans;Prorocentrum cordatum;Prorocentrum;Prorocentrum triestinum;Protoperidiniaceae;Protoperidinium bipes;Protoperidinium bispinum;Protoperidinium brevipes;Protoperidinium conicum;Protoperidinium depressum;Protoperidinium divergens;Protoperidinium leonis;Protoperidinium oblongum;Protoperidinium steinii;Pseudo-nitzschia delicatissima;Pseudo-nitzschia multistriata;Pseudo-nitzschia seriata;Pseudopedinella;Pseudosolenia calcar-avis;Pseudosolenia;Pyrocystis;Pyrophacus;Rhabdonema;Rhizosolenia bergonii;Rhizosolenia cylindrus;Rhizosolenia hebetata;Rhizosolenia imbricata;Rhizosolenia robusta;Rhizosolenia setigera;Rhizosolenia styliformis;Rhizosoleniaceae;Scrippsiella acuminata;Skeletonema costatum;Skeletonema;Solenicola setigera;Stephanopyxis palmeriana;Stephanopyxis;Striatella;Strobilidium;Thalassionema nitzschioides;Thalassiosira gravida;Thalassiosira minima;Thalassiosira punctigera;Thalassiosira rotula;Thalassiosira;Thecadinium;Tintinnina;Torodinium;Triceratium;Trieres mobiliensis;Trigonium alternans;Tripos candelabrus;Tripos declinatus;Tripos furca;Tripos fusus;Tripos horridus;Tripos lineatus;Tripos longipes;Tripos macroceros;Tripos muelleri;Tripos ranipes;Tripos;Tripos teres;Dinoflagellata;Dinoflagellata;Dinoflagellata;Dinoflagellata;Dinoflagellata;Dinoflagellata;Fragilariaceae;Naviculales;Prasinophyceae;Prasinophyceae;Prymnesiales;Raphidophyceae;Centrales;Centrales;Pennales;Pennales;Pennales
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20181015_1m;Yolanda DEL AMO;15/10/2018;7:56;1.0;0.0;250.0;PM;53.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;05/07/2019;obscur, temperature amb;12.5;;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3120;;;;;;;;;;;;;240;;;;960;;;;;;;;;;;143472;;720;;;;;;240;;;;;;160;;240;;;;;;;;;;;;;;80;;;;;;;160;;;1120;;;;;;240;;;;;;1200;;;;;;;;;;;;;;;;12160;;;;;;;;;;160;;;;;;;;;;;;;;;;320;;;;;;;160;;;;;;;;;;;;800;;;;160;;;;;;;;;;1680;;3680;;;;;;;;;;640;480;;;;;;;;;;;;160;;;;;1520;;;;;;;;;;;;;;;;;;;59780;;;;;80;;;17934;;;;;;;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20181030_1m;Yolanda DEL AMO;30/10/2018;7:18;1.0;0.0;250.0;PM;67.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;16/07/2019;obscur, temperature amb;12.5;;25.0;;;;;;80;;;;;;;;;;;320;;;;;;;;;;;;;;;;160;;;;;;;;;400;;;;;;;;;;;;640;;;;;;;;;;;74725;;2320;;;;320;;;;;;;;400;;;;;;;;;;;;;;;;;;;;;;;;;;800;;;;;;;80;;;;;2560;;;;;160;;;;;;;;;;;4800;;2240;;80;;;;;;;;;;;;;;;;;;;;;;160;;;;;;;320;;;;;;;;;;;;;;;;;;;;;;;;;;14080;;160;;80;;;;;;;;;;;;;;;;;;;;;3440;;;;;4640;;80;;;;;;;;80;;;;;;;;;47824;560;;;;;;480;104615;;;;;;480;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20181113_1m;Yolanda DEL AMO;13/11/2018;7:11;1.0;0.0;250.0;PM;56.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;14/12/2018;obscur, temperature amb;25.0;;25.0;;;;;;;;;;;;;;;;;240;;;;;;;;;;;;;;;;240;;;;;;;;;;;;;;;;;40;;;;40;;;;;;;;;120;;386901;;1160;;;;;;;;;;;;80;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2560;400;;800;;400;;;;;;;;;;;;;;;;;;400;;;;;;;;;;;;;;;;;;;;;;;;;;1720;;;;;;;120;;;;;;;80;;;;;;;;;;;;;;;;;;;3080;;2160;;;;;;;;;;;;;;;;;;;240;;;;80;;;;;160;;;;;40;;;;;80;;;;;;;;;;;;;;800;;80;;;;;;;;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20181129_1m;Yolanda DEL AMO;29/11/2018;8:33;1.0;0.0;250.0;PM;64.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;17/07/2019;obscur, temperature amb;12.5;;25.0;;;;;;;;;;;;;;;;;5840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;640;;;;;;;;;160;;47824;;880;;;;160;;;;;;;;880;;800;;;;;;;;;;;;;;;;;;80;;;;;;480;;;;;400;800;;;;;;720;;80;;;;;;;;;;;;;;400;;;;;;;;80;;80;;;;80;;;;;;;;;;;;2320;;;;;1040;;800;;;;;;;;;;;;;;;;;;;;;;;;;;1840;;640;;;;;;;;;;80;;;;;;;;;;;;;320;;;;;10480;;;;;;;80;;;;;;;;;;;;95648;;;;;;;640;47824;;;;;;;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20181213_1m;Yolanda DEL AMO;13/12/2018;7:31;1.0;0.0;250.0;PM;54.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;21/08/2019;obscur, temperature amb;12.5;;25.0;;;;;;160;;;;;;;;;;;6480;;;;;;;;;;;;;;;;;;;;640;;;;;;;;;;;;;;;;;480;;;;;;;;;;;47824;;720;;;;;;;;;;;;400;;400;;;;;;;;;;;;;;;;;;;;;;;;800;;;;;240;;;;;;;960;;;;;;;;;;;;;;;;800;;;;;;;;6240;;320;;;;80;;;;;;;;;;;;2400;;;;;;;400;;;;;;;;;;;;;;;;;;;;;;;;;;1840;;400;;;;;;;;;;80;80;;;;;;;;;;;;160;;;;;5600;;80;;;;;160;;;;;;;;;;;;92659;;;;;720;;560;110593;;;;;;1680;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190111_1m;Yolanda DEL AMO;11/01/2019;7:21;1.0;0.0;250.0;PM;66.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;20/03/2019;obscur, temperature amb;5.0;;10.0;;;;;0;0;;0;0;0;0;0;;0;0;0;20600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;3800;0;0;0;0;;0;;0;0;;;0;0;0;0;;0;0;;0;0;0;0;0;0;200;0;112080;;2800;0;;;0;0;1000;;;0;0;;0;;;;0;0;200;0;0;;0;0;0;0;0;0;0;0;0;;0;0;0;;;;0;0;0;0;0;0;400;;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;;0;;0;0;0;;0;0;;0;0;0;0;;0;0;;3400;0;0;;;;;;;0;;0;;;;0;0;;0;;;0;0;0;0;0;0;0;0;;0;;200;0;0;0;;0;0;0;;;0;0;14600;0;2400;;;0;0;0;0;;;0;600;0;0;200;0;0;0;;;;0;0;0;1200;;;;2800;1600;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;89664;;0;0;;200;;0;0;;0;0;0;0;0;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190131_1m;Yolanda DEL AMO;31/01/2019;1:32;1.0;0.0;250.0;PM;50.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;17/01/2020;obscur, temperature amb;12.5;;25.0;;;;;0;0;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;;0;;0;0;;;0;0;0;0;;0;0;;0;0;0;160;0;0;640;0;74725;;0;0;;;640;0;0;;;0;0;;240;;;;0;0;0;0;0;;0;0;0;160;0;0;0;0;0;;0;0;0;;;;0;160;0;0;0;0;2000;;560;0;0;;2880;0;240;;;0;0;0;0;0;0;0;0;;0;;1040;0;0;;0;0;;0;4320;0;0;;0;0;;0;0;0;;;;;;;0;;16160;;;;0;2400;;640;;;0;0;160;80;0;0;0;0;;0;;0;0;80;0;;0;0;0;;;0;0;0;0;240;;;0;0;0;0;;;0;0;80;0;0;4720;0;0;;;;0;0;0;0;;;;0;289;0;160;0;0;0;0;0;0;80;0;0;0;;;;;0;;59780;;0;0;;1200;;560;0;;0;0;0;0;720;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190211_1m;Yolanda DEL AMO;11/02/2019;8:18;1.0;0.0;250.0;PM;62.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;21/01/2020;obscur, temperature amb;12.5;;25.0;;;;;0;0;;0;0;0;0;0;;0;0;0;800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;320;0;160;0;0;;0;;0;0;;;0;0;0;240;;0;80;;0;0;0;0;0;0;80;0;152439;;480;0;;;0;0;0;;;0;0;;160;;;;0;0;0;0;0;;0;0;0;1200;0;0;0;0;0;;0;0;0;;;;0;0;0;0;0;80;80;;0;0;0;;1760;0;0;;;0;0;0;0;0;0;0;0;;0;;1280;0;0;;0;0;;0;0;0;0;;0;0;;160;0;0;;;;;;;80;;560;;;;0;0;;240;;;0;0;0;0;0;0;0;0;;240;;0;0;0;0;;0;0;0;;;0;0;160;0;240;;;0;0;0;0;;;0;80;0;0;160;0;0;0;;;;0;0;0;0;;;;0;720;0;1280;0;0;0;0;0;0;320;80;0;320;;;;;0;;209230;;0;0;;3760;;240;0;;0;0;0;0;1920;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190225_1m;Yolanda DEL AMO;25/02/2019;9:29;1.0;0.0;250.0;PM;57.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;22/01/2020;obscur, temperature amb;12.5;;25.0;;;;;0;0;;0;0;0;0;0;;0;0;0;880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;800;0;0;0;0;;0;;0;0;;;0;0;0;0;;0;80;;0;0;0;0;0;0;0;0;104615;;1200;0;;;0;0;0;;;0;0;;0;;;;0;0;80;0;0;;0;0;0;80;0;0;0;0;0;;0;0;0;;;;0;0;0;0;0;0;10560;;0;0;0;;2080;0;0;;;0;0;0;0;0;0;0;0;;0;;16960;0;3920;;0;0;;0;0;0;80;;0;0;;0;0;0;;;;;;;80;;0;;;;0;0;;400;;;0;0;320;0;0;0;0;0;;0;;0;0;240;0;;0;0;0;;;0;0;14160;0;13360;;;0;0;0;0;;;0;400;0;0;0;0;0;0;;;;0;0;0;0;;;;0;240;0;720;0;0;0;0;0;0;80;80;0;0;;;;;0;;104615;;0;0;;1280;;320;0;;0;0;0;0;5760;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190312_1m;Yolanda DEL AMO;12/03/2019;8:5;1.0;0.0;250.0;PM;70.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;14/03/2019;obscur, temperature amb;5.0;;10.0;;;;;0;0;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;;0;;0;0;;;0;0;0;0;;600;0;;0;0;0;0;0;0;0;0;283936;;1000;0;;;0;0;0;;;0;0;;200;;;;0;0;0;0;0;;0;0;0;0;0;0;0;1200;0;;0;0;0;;;;0;0;0;0;0;0;0;;0;0;400;;;0;0;;;0;0;0;0;0;0;0;0;;1400;;156000;0;600;;0;0;;3000;400;0;0;;0;0;;200;0;0;;;;;;;0;;0;;;;0;0;;0;;;0;0;0;0;0;0;0;0;;0;;0;0;200;0;;0;0;0;;;0;0;0;0;11200;;;0;0;0;0;;;0;0;0;0;800;1800;0;0;;;;0;0;0;0;;;;0;200;0;400;0;0;0;0;0;0;1600;200;0;0;;;;;0;;164384;;0;0;;0;;0;0;;0;0;0;0;0;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190326_1m;Yolanda DEL AMO;26/03/2019;7:57;1.0;0.0;250.0;PM;73.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;10/06/2020;obscur, temperature amb;12.5;;25.0;;;;;;;;;;;160;;;;;;;;;;;;;;;;;;;240;;;;;;;80;;;;;;;;;;;;;80;;;;;240;;;;;;;;480;;170373;;160;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;320;;;;;;;1760;;;;;720;;;;2480;;;;;;;;;;;;;;;;;;;;80;;;;;;720;;160;;;;;240;;;;;;;;;;;10720;;;;;400;;560;;;;;;;80;;;;;;;;;240;;;;;;;;;;;;80;;;;;;;;;0;240;;;;;;;;;;;;;;;;;;560;;320;;;;;;;;;;;;;;;;;143989;;960;;;1040;;;;;;;;;;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190411_1m;Yolanda DEL AMO;11/04/2019;7:47;1.0;0.0;250.0;PM;63.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;24/06/2020;obscur, temperature amb;12.5;;25.0;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;0;;80703;;160;;;;;;400;;;;;;;;;;;;640;;;;;;;720;;;;;;;160;;;;;;;8160;;;;;80;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;160;;;;;80;;240;;;;;;;;;160;;4960;;;;;;;0;;;;;160;;;;;;;2800;;;;400;;;;;;;;;;;;240;;;;;;;;;0;0;160;;;;400;;;;;;;;;;;;;320;;720;;;;;;;2160;1040;;;;;;;;;125538;;;;;560;;160;;;;;;;160;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190425_1m;Yolanda DEL AMO;25/04/2019;7:35;1.0;0.0;250.0;PM;55.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;18/06/2020;obscur, temperature amb;12.5;;25.0;;;;;;;;;;;80;;;;;;;;;;;;;;;;;;;560;;;;;;;0;;;;;;;;;;;;;;;80;;;;;;;;;;;0;;104615;;320;;;;;;;;;;;;80;;;;;;;160;80;;;;;480;;;;;;;80;;;;;;;;;;;;960;;;;;;0;;80;;;;;;;;;;;;;;160;;;;;;;;;;;;;;;160;;;;;;;;;;;3360;;;;;;;80;;;;;5760;;;;;;;4240;;;;80;;;;;;;;;;;;0;;;;;;;;;2320;0;;;;;;;;;;240;;;;;;;;400;;320;;;;;;80;160;320;160;80;;;;;;;56794;;;;;1680;;240;;;;;;;;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190510_1m;Yolanda DEL AMO;10/05/2019;7:4;1.0;0.0;250.0;PM;66.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;30/07/2020;obscur, temperature amb;12.5;;25.0;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;80;;;;240;;400;;;;;;;;;;;;;160;;;;;;;;;;;160;;137494;;;;;;2320;;;;;;;;;;;;;;;;320;;;;80;1200;;;;;;;80;;;;;;;;;;;;4080;;;;960;;1680;;80;;;;;;;;;;;;;;720;;;;;;;;1360;;;;;160;;160;;;;;;;;;320;;3840;;;;;;;320;;;;;440;80;;;;;;80;;;;80;;;;;;;;;640;480;;1760;;;;;;;;;;;;;;;;;;;;;;;;;;;;3440;;560;;;;;80;240;160;4240;;240;;;;;;;185318;;;;;1380;;160;;;;;;;;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190525_1m;Yolanda DEL AMO;25/05/2019;6:47;1.0;0.0;250.0;PM;57.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;19/06/2019;obscur, temperature amb;10.0;;10.0;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;;;;;1900;;;;940;;1100;;;;;;;200;;;400;;500;700;;1000;;;;;;;;;;;11208;;600;;;;200;;;;;;;;;;;;;;;;600;;;;;1000;;;;;;;;;;;;;;;;;;;400;;;;;;;;100;;;;;;;;;;;;;;5500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;200;;;;;400;;;;;;;;;1300;;400;;;;;;;;;;;100;;;900;;;;;;;;;;;;;;;;;;;;;;;;200;200;;;;;;100;;18680;;;;;;;;;;;;;;;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190611_1m;Yolanda DEL AMO;11/06/2019;10:5;1.0;0.0;250.0;PM;58.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;17/06/2019;obscur, temperature amb;10.0;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;400;;;;;;;;;;;;2500;;;;;;;;;800;;74720;;200;;;;400;;;;;;;;600;;;;;;;;300;;;;;1200;;;;;;;400;;;;;;;;;;;;1500;;;;700;;;;;;;;;;;;;;;;;;2700;;;;100;;;;;;;;;400;;;;;;;;;;;;;;;;;;;;400;;;;;;;;;;;;500;;;;;;;;;500;;;;;5100;;;;;;;;;;;;700;100;;;;;;;;;;;;;;;;;;;1736;;;;;;;;400;100;;;;;;;;3736;;;;;;;;;;;;;;;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190710_1m;Yolanda DEL AMO;10/07/2019;9:54;1.0;0.0;250.0;PM;60.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;12/07/2019;obscur, temperature amb;10.0;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;700;;;;;;;;;;;;;;;;;29888;;;;;;;;;100;;26150;;2700;;;;400;;;;;;;;400;;;;;;;;;;;;;400;;;;;;;;;;;;;;200;;;;;700;;;;;;1000;;;;;;;;;;;;;;;;1200;;600;;;;;;;;;;;;;;;;;;;;;;;;300;;;;;;;200;;;;;;;;;;;;;;;;;;;;;100;;;;;700;;300;;200;;;;;;;;;100;;;;;400;;;;;;;1600;;;;;2200;;;;;;;;100;;;;;;;;;;;18680;;;;;;;300;11208;;;;;;;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190723_1m;Yolanda DEL AMO;23/07/2019;6:52;1.0;0.0;250.0;PM;64.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;01/07/2020;obscur, temperature amb;12.5;;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;160;;;;;;;;160;;26901;;800;;;;160;;;;;;;;;;;;;;;;;;;;;480;;;;;;;160;;;;;;;400;;;;;;;;;960;;2960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;160;;;;;;;;;560;;;;;;;;;;;;160;;;;;;;;;;;;;;240;;240;;;;;;;;;;400;80;;;;;;;;;;;;;;;;;;;2160;;;;;;80;;;;;;;;;;;131516;;;;;1760;;160;;;;;;;;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190822_1m;Yolanda DEL AMO;22/08/2019;7:28;1.0;0.0;250.0;PM;58.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;02/07/2020;obscur, temperature amb;12.5;;25.0;;;;;;;;960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240;;77714;;2000;;;;720;;;;;;;;320;;;;;;;;;;;;;2160;;;;;;;160;;;;;;;4080;;;;;400;;160;;1920;;1840;;;;;;320;;;;;;;;;;960;;;;;960;;;1200;;;;;;;320;;;;;;;;;80;;4960;;;;480;;;320;;;;;;;;;;;;;;;;;;;;;240;;;;;1440;;720;;;;;;;;;;;240;;;;;;;;;;;;;;;;;240;;2000;;;;;;;;80;;;;;;;;;146461;;;;;1360;;;212219;;;;;;;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190906_1m;Yolanda DEL AMO;06/09/2019;8:48;1.0;0.0;250.0;PM;54.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;03/07/2020;obscur, temperature amb;12.5;;25.0;;;;;;;;960;;;;;240;;;;320;;;;;;;;;;;;;;;;;;;;480;;;;;;;;;;;;;;;320;;;80;;;;;;;;240;;62769;;5680;;;;1680;;;;;;;;400;;;;;;;;;;;;;800;;;;;;;240;;;;;;;2400;;;;;1120;;;;1360;;1040;;;;;80;;;;;;;;;80;;2880;;;;;1360;;;80;;;;;;;;;;;;;;;;;;320;;;;;1120;;340;;;;;560;;;;;;;160;;;;;;;;;80;;;;;1520;;1840;;;;;;;;;;160;80;;;;;;;;;;;;;;;;;1040;;1040;;;80;;;;80;240;80;;;;;;;;89670;;;;;480;;480;140483;;;;;;;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20190919_1m;Yolanda DEL AMO;19/09/2019;5:51;1.0;0.0;250.0;PM;72.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;08/07/2020;obscur, temperature amb;12.5;;25.0;;;;;;;;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1200;;;;;;;;;;;;;;;1680;;;;;;;;;;;;;11956;;1440;;;;9520;;;;;;;;160;;;;;;;160;;80;;;;560;;;;;;;160;;;;;;;1360;;;;;1280;;;;960;;1360;;160;;;160;;;;;;;;;160;;8880;;1200;;;;;;;;;;;;;;;;;;;;;;320;;;;;;;;;160;;;;;;;;;;;;;;;;;80;;;;;;;;;400;;1840;;;;;;;;;160;;80;;;;;;;;;320;;;480;;;;;1440;;480;;;;;;;160;;;;;;;;;;176851;;;;;140;;80;152439;;;;;;;;
Université de Bordeaux-EPOC;SOMLIT - Bouée13;Arcachon - Bouée 13;SB13_20191021_1m;Yolanda DEL AMO;21/10/2019;8:28;1.0;0.0;250.0;PM;45.0;bottle;Niskin;8.0;;;;;;;;Comptage taxinomique phytoplancton;Laurence COSTES;22/10/2019;obscur, temperature amb;12.5;;25.0;;;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;880;;;;;;;;;;;;;;;320;;;;;;;;;400;;32879;;400;;;;;;;;;;80;;80;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;;;;320;;;;1840;;320;;;;;;;;;;;;;;;;;;;;;320;;;;;;;;;;;;;;;;;;;;;16000;;;;;;;80;;;;;400;;;;;;;;;;;;;;;;;;;;;160;;240;;;;;;;;;;;;;;;;;;;;;;;1520;;;;;400;;160;;;;;;;;80;;;;;;;;;56791;;;;;;;80;38857;;;;;;;;
