aphiaID;TAXON;Kingdom;Subkingdom;Infrakingdom;Phylum;Subphylum;Infraphylum;Class;Subclass;Order;Family;Genus;Species;Superorder;Phylum (Division);Subfamily;Subphylum (Subdivision);Superclass;Forma;Suborder;Variety;rank
163262;Dactyliosolen mediterraneus;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Dactyliosolen;Dactyliosolen mediterraneus;Rhizosolenianae;NA;NA;NA;NA;NA;NA;NA;Species
163342;Pseudosolenia;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Pseudosolenia;NA;Rhizosolenianae;NA;NA;NA;NA;NA;NA;NA;Genus
163344;Pseudosolenia calcar-avis;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Pseudosolenia;Pseudosolenia calcar-avis;Rhizosolenianae;NA;NA;NA;NA;NA;NA;NA;Species
163346;Rhizosolenia calcar-avis;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Rhizosolenia;Rhizosolenia calcar-avis;Rhizosolenianae;NA;NA;NA;NA;NA;NA;NA;Species
163489;Ankistrodesmus;Plantae;Viridiplantae;NA;NA;NA;NA;Chlorophyceae;NA;Sphaeropleales;Selenastraceae;Ankistrodesmus;NA;NA;Chlorophyta;NA;Chlorophytina;NA;NA;NA;NA;Genus
163736;Bleakeleya notata;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Fragilariophycidae;Fragilariales;Fragilariaceae;Bleakeleya;Bleakeleya notata;Fragilariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
163862;Protoperidinium claudicans;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium claudicans;NA;NA;NA;NA;NA;NA;NA;NA;Species
164053;Pyrocystis lunula;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Pyrocystaceae;Pyrocystis;Pyrocystis lunula;NA;NA;NA;NA;NA;NA;NA;NA;Species
172434;Helicostomella;Chromista;Harosa;Alveolata;Ciliophora;Intramacronucleata;NA;Oligotrichea;Oligotrichia;Choreotrichida;Metacylididae;Helicostomella;NA;NA;NA;NA;NA;NA;NA;Tintinnina;NA;Genus
172460;Protoperidinium diabolum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium diabolus;NA;NA;NA;NA;NA;NA;NA;NA;Species
172799;Navicula gregaria;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Naviculales;Naviculaceae;Navicula;Navicula gregaria;Bacillariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
172836;Navicula pelagica;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Naviculales;Naviculaceae;Navicula;Navicula pelagica;Bacillariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
178059;Campyloneis;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Achnanthales;Cocconeidaceae;Campyloneis;NA;Bacillariophycanae;NA;NA;NA;NA;NA;NA;NA;Genus
178185;Chaetoceros peruvianus;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;Chaetoceros peruvianum;Chaetocerotanae;NA;NA;NA;NA;NA;NA;NA;Species
178201;Chaetoceros rostratus;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;Chaetoceros rostratus;Chaetocerotanae;NA;NA;NA;NA;NA;NA;NA;Species
178229;Chaetoceros pseudocurvisetus;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;Chaetoceros pseudocurvisetus;Chaetocerotanae;NA;NA;NA;NA;NA;NA;NA;Species
178582;Eutreptia;Protozoa;Eozoa;Euglenozoa;Euglenozoa;Euglenoida;Dipilida;Euglenophyceae;Euglenophycidae;Eutreptiales;Eutreptiaceae;Eutreptia;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
178597;Coccolithaceae;Chromista;Hacrobia;NA;Haptophyta;Haptophytina;NA;Coccolithophyceae;Prymnesiophycidae;Coccolithales;Coccolithaceae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Family
178598;Coccolithus;Chromista;Hacrobia;NA;Haptophyta;Haptophytina;NA;Coccolithophyceae;Prymnesiophycidae;Coccolithales;Coccolithaceae;Coccolithus;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
178617;Crucigenia;Plantae;Viridiplantae;NA;NA;NA;NA;Trebouxiophyceae;NA;Trebouxiophyceae ordo incertae sedis;Trebouxiophyceae incertae sedis;Crucigenia;NA;NA;Chlorophyta;NA;Chlorophytina;NA;NA;NA;NA;Genus
179320;Mesodinium;Chromista;Harosa;Alveolata;Ciliophora;Intramacronucleata;Rhabdophora;Litostomatea;Haptoria;Cyclotrichiida;Mesodiniidae;Mesodinium;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
179786;Dactyliosolen blavyanus;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Dactyliosolen;Dactyliosolen blavyanus;Rhizosolenianae;NA;NA;NA;NA;NA;NA;NA;Species
180390;Lyrella;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Lyrellales;Lyrellaceae;Lyrella;NA;Bacillariophycanae;NA;NA;NA;NA;NA;NA;NA;Genus
183533;Tintinnidae;Chromista;Harosa;Alveolata;Ciliophora;Intramacronucleata;NA;Oligotrichea;Oligotrichia;Choreotrichida;Tintinnidae;NA;NA;NA;NA;NA;NA;NA;NA;Tintinnina;NA;Family
196828;Triadinium polyedricum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Goniodomataceae;Triadinium;Triadinium polyedricum;NA;NA;NA;NA;NA;NA;NA;NA;Species
231778;Metaphalacroma;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Dinophysales;Dinophysaceae;Metaphalacroma;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
231787;Akashiwo;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Gymnodiniaceae;Akashiwo;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
231788;Karenia;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Kareniaceae;Karenia;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
231789;Karlodinium;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Kareniaceae;Karlodinium;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
231790;Lepidodinium;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Gymnodiniaceae;Lepidodinium;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
231796;Amphidomataceae;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Dinophyceae incertae sedis;Amphidomataceae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Family
231799;Lingulodinium;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Lingulodiniaceae;Lingulodinium;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
231800;Heterocapsaceae;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Heterocapsaceae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Family
231803;Ensiculifera;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Peridiniaceae;Ensiculifera;NA;NA;NA;Calciodinelloideae;NA;NA;NA;NA;NA;Genus
231809;Lessardia;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Lessardiaceae;Lessardia;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
231856;Balechina;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Ptychodiscaceae;Balechina;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
231873;Alexandrium catenella;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium catenella;NA;NA;Ostreopsidoideae;NA;NA;NA;NA;NA;Species
231885;Prorocentrum mexicanum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum mexicanum;NA;NA;NA;NA;NA;NA;NA;NA;Species
232069;Mesodinium rubrum;Chromista;Harosa;Alveolata;Ciliophora;Intramacronucleata;Rhabdophora;Litostomatea;Haptoria;Cyclotrichiida;Mesodiniidae;Mesodinium;Mesodinium rubrum;NA;NA;NA;NA;NA;NA;NA;NA;Species
232185;Dinophysis exigua;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Dinophysales;Dinophysaceae;Dinophysis;Dinophysis exigua;NA;NA;NA;NA;NA;NA;NA;NA;Species
232261;Dinophysis sacculus;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Dinophysales;Dinophysaceae;Dinophysis;Dinophysis sacculus;NA;NA;NA;NA;NA;NA;NA;NA;Species
232376;Prorocentrum cordatum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum cordatum;NA;NA;NA;NA;NA;NA;NA;NA;Species
232442;Phalacroma acutum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Dinophysales;Oxyphysaceae;Phalacroma;Phalacroma acutum;NA;NA;NA;NA;NA;NA;NA;NA;Species
232460;Phalacroma cuneus;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Dinophysales;Oxyphysaceae;Phalacroma;Phalacroma cuneus;NA;NA;NA;NA;NA;NA;NA;NA;Species
232491;Phalacroma mitra;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Dinophysales;Oxyphysaceae;Phalacroma;Phalacroma mitra;NA;NA;NA;NA;NA;NA;NA;NA;Species
232492;Phalacroma rapa;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Dinophysales;Oxyphysaceae;Phalacroma;Phalacroma rapa;NA;NA;NA;NA;NA;NA;NA;NA;Species
232546;Akashiwo sanguinea;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Gymnodiniaceae;Akashiwo;Akashiwo sanguinea;NA;NA;NA;NA;NA;NA;NA;NA;Species
232625;Podolampas palmipes;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Podolampadaceae;Podolampas;Podolampas palmipes;NA;NA;NA;NA;NA;NA;NA;NA;Species
232650;Cochlodinium polykrikoides;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Gymnodiniaceae;Cochlodinium;Cochlodinium polykrikoides;NA;NA;NA;NA;NA;NA;NA;NA;Species
232703;Lessardia elongata;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Lessardiaceae;Lessardia;Lessardia elongata;NA;NA;NA;NA;NA;NA;NA;NA;Species
232785;Gymnodinium impudicum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium impudicum;NA;NA;NA;NA;NA;NA;NA;NA;Species
232943;Gyrodinium fusus;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Gyrodiniaceae;Gyrodinium;Gyrodinium fusus;NA;NA;NA;NA;NA;NA;NA;NA;Species
233015;Karenia brevis;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Kareniaceae;Karenia;Karenia brevis;NA;NA;NA;NA;NA;NA;NA;NA;Species
233024;Karenia mikimotoi;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Kareniaceae;Karenia;Karenia mikimotoi;NA;NA;NA;NA;NA;NA;NA;NA;Species
233037;Karlodinium veneficum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Kareniaceae;Karlodinium;Karlodinium veneficum;NA;NA;NA;NA;NA;NA;NA;NA;Species
233357;Protoperidinium elegans;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium elegans;NA;NA;NA;NA;NA;NA;NA;NA;Species
233386;Goniodoma polyedricum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Thoracosphaerales;Thoracosphaeraceae;Goniodoma;Goniodoma polyedricum;NA;NA;NA;NA;NA;NA;NA;NA;Species
233440;Alexandrium hiranoi;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium hiranoi;NA;NA;Ostreopsidoideae;NA;NA;NA;NA;NA;Species
233443;Alexandrium insuetum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium insuetum;NA;NA;Ostreopsidoideae;NA;NA;NA;NA;NA;Species
233447;Alexandrium margalefii;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium margalefii;NA;NA;Ostreopsidoideae;NA;NA;NA;NA;NA;Species
233619;Heterocapsa minima;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa minima;NA;NA;NA;NA;NA;NA;NA;NA;Species
233620;Heterocapsa niei;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa niei;NA;NA;NA;NA;NA;NA;NA;NA;Species
233712;Ostreopsis siamensis;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Pyrocystaceae;Ostreopsis;Ostreopsis siamensis;NA;NA;Ostreopsidoideae;NA;NA;NA;NA;NA;Species
233744;Centrodinium punctatum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ostreopsidaceae;Centrodinium;Centrodinium punctatum;NA;NA;NA;NA;NA;NA;NA;NA;Species
233759;Fibrocapsa;Chromista;Harosa;Heterokonta;Ochrophyta;NA;NA;Raphidophyceae;NA;Chattonellales;Vacuolariaceae;Fibrocapsa;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
233761;Fibrocapsa japonica;Chromista;Harosa;Heterokonta;Ochrophyta;NA;NA;Raphidophyceae;NA;Chattonellales;Vacuolariaceae;Fibrocapsa;Fibrocapsa japonica;NA;NA;NA;NA;NA;NA;NA;NA;Species
233763;Olisthodiscus;Chromista;Harosa;Heterokonta;Ochrophyta;NA;NA;Olisthodiscophyceae;NA;Olisthodiscales;Olisthodiscaceae;Olisthodiscus;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
233776;Chattonella;Chromista;Harosa;Heterokonta;Ochrophyta;NA;NA;Raphidophyceae;NA;Chattonellales;Chattonellaceae;Chattonella;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
233868;Oxytoxum variabile;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Oxytoxaceae;Oxytoxum;Oxytoxum variabile;NA;NA;NA;NA;NA;NA;NA;NA;Species
233874;Oxytoxum tesselatum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Oxytoxaceae;Oxytoxum;Oxytoxum tesselatum;NA;NA;NA;NA;NA;NA;NA;NA;Species
235993;Coccolithophora;Chromista;Hacrobia;NA;Haptophyta;Haptophytina;NA;Coccolithophyceae;Prymnesiophycidae;Coccolithales;Coccolithaceae;Coccolithophora;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
246593;Karenia papilionacea;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Kareniaceae;Karenia;Karenia papilionacea;NA;NA;NA;NA;NA;NA;NA;NA;Species
246604;Pseudo-nitzschia australis;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia australis;Bacillariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
246606;Pseudo-nitzschia fraudulenta;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia fraudulenta;Bacillariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
246607;Pseudo-nitzschia galaxiae;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia galaxiae;Bacillariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
246608;Pseudo-nitzschia multistriata;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia multistriata;Bacillariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
246835;Alexandrium andersonii;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium andersonii;NA;NA;Ostreopsidoideae;NA;NA;NA;NA;NA;Species
247913;Tiarina;Chromista;Harosa;Alveolata;Ciliophora;Intramacronucleata;Ventrata;Prostomatea;NA;Prorodontida;Colepidae;Tiarina;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
248058;Eucampia cornuta;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Hemiaulales;Hemiaulaceae;Eucampia;Eucampia cornuta;Biddulphianae;NA;NA;NA;NA;NA;NA;NA;Species
248063;Haslea wawrikae;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Naviculales;Naviculaceae;Haslea;Haslea wawrikae;Bacillariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
248064;Dactyliosolen phuketensis;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Dactyliosolen;Dactyliosolen phuketensis;Rhizosolenianae;NA;NA;NA;NA;NA;NA;NA;Species
248069;Asterolampra;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Asterolamprales;Asterolampraceae;Asterolampra;NA;Coscinodiscanae;NA;NA;NA;NA;NA;NA;NA;Genus
248075;Toxarium undulatum;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Fragilariophycidae;Toxariales;Toxariaceae;Toxarium;Toxarium undulatum;Fragilariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
248081;Climacosphenia;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Fragilariophycidae;Climacospheniales;Climacospheniaceae;Climacosphenia;NA;Fragilariophycanae;NA;NA;NA;NA;NA;NA;NA;Genus
248096;Apedinella;Chromista;Harosa;Heterokonta;Ochrophyta;NA;NA;Dictyochophyceae;NA;Pedinellales;Actinomonadaceae;Apedinella;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
248097;Apedinella radians;Chromista;Harosa;Heterokonta;Ochrophyta;NA;NA;Dictyochophyceae;NA;Pedinellales;Actinomonadaceae;Apedinella;Apedinella radians;NA;NA;NA;NA;NA;NA;NA;NA;Species
248181;Proboscia truncata;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Proboscia;Proboscia truncata;Rhizosolenianae;NA;NA;NA;NA;NA;NA;NA;Species
251728;Proboscia alata f. alata;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Proboscia;Proboscia alata;Rhizosolenianae;NA;NA;NA;NA;Proboscia alata f. alata;NA;NA;Forma
251744;Asteroplanus;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Fragilariophycidae;Fragilariales;Fragilariaceae;Asteroplanus;NA;Fragilariophycanae;NA;NA;NA;NA;NA;NA;NA;Genus
251745;Asteroplanus karianus;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Fragilariophycidae;Fragilariales;Fragilariaceae;Asteroplanus;Asteroplanus karianus;Fragilariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
254445;Trigonium;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Biddulphiales;Biddulphiaceae;Trigonium;NA;Biddulphianae;NA;NA;NA;NA;NA;NA;NA;Genus
292726;Lioloma;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Fragilariophycidae;Thalassionematales;Thalassionemataceae;Lioloma;NA;Fragilariophycanae;NA;NA;NA;NA;NA;NA;NA;Genus
341285;Centriques;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;NA;Centrales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Order
341479;Chaetoceros neglectus;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;Chaetoceros neglectus;Chaetocerotanae;NA;NA;NA;NA;NA;NA;NA;Species
341484;Coscinodiscus oculus-iridis;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Coscinodiscus oculus-iridis;Coscinodiscanae;NA;NA;NA;NA;NA;NA;NA;Species
341496;Corethron pennatum;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Corethrales;Corethraceae;Corethron;Corethron pennatum;Corethranae;NA;NA;NA;NA;NA;NA;NA;Species
341566;Nitzschia bicapitata;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Bacillariophycidae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia bicapitata;Bacillariophycanae;NA;NA;NA;NA;NA;NA;NA;Species
345481;Lepidodinium chlorophorum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Gymnodiniales;Gymnodiniaceae;Lepidodinium;Lepidodinium chlorophorum;NA;NA;NA;NA;NA;NA;NA;NA;Species
345484;Mediopyxis;Chromista;NA;NA;Bacillariophyta;NA;NA;NA;NA;NA;NA;Mediopyxis;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
345485;Mediopyxis helysia;Chromista;NA;NA;Bacillariophyta;NA;NA;NA;NA;NA;NA;Mediopyxis;Mediopyxis helysia;NA;NA;NA;NA;NA;NA;NA;NA;Species
345490;Neocalyptrella;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Neocalyptrella;NA;Rhizosolenianae;NA;NA;NA;NA;NA;NA;NA;Genus
345491;Neocalyptrella robusta;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Neocalyptrella;Neocalyptrella robusta;Rhizosolenianae;NA;NA;NA;NA;NA;NA;NA;Species
345513;Proboscia indica;Chromista;NA;NA;Heterokontophyta;Bacillariophytina;NA;Bacillariophyceae;Coscinodiscophycidae;Rhizosoleniales;Rhizosoleniaceae;Proboscia;Proboscia indica;Rhizosolenianae;NA;NA;NA;NA;NA;NA;NA;Species
369960;Octactis;Chromista;Harosa;Heterokonta;Ochrophyta;NA;NA;Dictyochophyceae;NA;Dictyochales;Dictyochaceae;Octactis;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
375970;Octactis octonaria;Chromista;Harosa;Heterokonta;Ochrophyta;NA;NA;Dictyochophyceae;NA;Dictyochales;Dictyochaceae;Octactis;Octactis octonaria;NA;NA;NA;NA;NA;NA;NA;NA;Species
388924;Alexandrium tamutum;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium tamutum;NA;NA;Ostreopsidoideae;NA;NA;NA;NA;NA;Species
391508;Azadinium;Chromista;Harosa;Alveolata;Myzozoa;Dinozoa;Dinoflagellata;Dinophyceae;NA;Dinophyceae incertae sedis;Amphidomataceae;Azadinium;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
