"RLABO","SHIPC","CRUIS","STNNO","LATIT","LONGI","POSYS","STATN","SDATE","STIME","WADEP","SMPNO","FINFL","SMVOL","MNDEP","MXDEP","SPECI","TRPHY","STAGE","PARAM","MUNIT","QFLAG","ALABO","METOA","METFP","SLABO","SMTYP","MPROG","PURPM","MYEAR","DTYPE","RLIST","SIZCL","SIZRF","SFLAG","VALUE"
"BAMN","AA31","1987",2796,47.4227,-2.4579,,"Pointe Pen Bé","19870715",14:25:00,,2796,,0.25,0.2,0.2,109553,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,400
"BAMN","AA31","1987",2796,47.4227,-2.4579,,"Pointe Pen Bé","19870715",14:25:00,,2796,,0.25,0.2,0.2,109876,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,1000
"BAMN","AA31","1987",2796,47.4227,-2.4579,,"Pointe Pen Bé","19870715",14:25:00,,2796,,0.25,0.2,0.2,233024,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,437500
"BAMN","AA31","1987",2796,47.4227,-2.4579,,"Pointe Pen Bé","19870715",14:25:00,,2796,,0.25,0.2,0.2,494056,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,100
"BAMN","AA31","1987",2796,47.4227,-2.4579,,"Pointe Pen Bé","19870715",14:25:00,,2796,,0.25,0.2,0.2,624607,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,100
"BAMN","AA31","1987",2796,47.4227,-2.4579,,"Pointe Pen Bé","19870715",14:25:00,,2796,,0.25,0.2,0.2,840627,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,100
"BAMN","AA31","1987",2796,47.4227,-2.4579,,"Pointe Pen Bé","19870715",14:25:00,,2796,,0.25,0.2,0.2,1346683,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,400
"BAMN","AA31","1987",2800,47.4227,-2.4579,,"Pointe Pen Bé","19870727",14:30:00,,2800,,0.25,0.5,0.5,109394,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,3200
"BAMN","AA31","1987",2800,47.4227,-2.4579,,"Pointe Pen Bé","19870727",14:30:00,,2800,,0.25,0.5,0.5,109473,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,700
"BAMN","AA31","1987",2800,47.4227,-2.4579,,"Pointe Pen Bé","19870727",14:30:00,,2800,,0.25,0.5,0.5,109553,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,800
"BAMN","AA31","1987",2800,47.4227,-2.4579,,"Pointe Pen Bé","19870727",14:30:00,,2800,,0.25,0.5,0.5,109876,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,700
"BAMN","AA31","1987",2800,47.4227,-2.4579,,"Pointe Pen Bé","19870727",14:30:00,,2800,,0.25,0.5,0.5,110217,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,100
"BAMN","AA31","1987",2800,47.4227,-2.4579,,"Pointe Pen Bé","19870727",14:30:00,,2800,,0.25,0.5,0.5,148947,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,700
"BAMN","AA31","1987",2800,47.4227,-2.4579,,"Pointe Pen Bé","19870727",14:30:00,,2800,,0.25,0.5,0.5,149191,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,100
"BAMN","AA31","1987",2800,47.4227,-2.4579,,"Pointe Pen Bé","19870727",14:30:00,,2800,,0.25,0.5,0.5,149200,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,400
"BAMN","AA31","1987",2800,47.4227,-2.4579,,"Pointe Pen Bé","19870727",14:30:00,,2800,,0.25,0.5,0.5,233024,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,3200000
"BAMN","AA31","1987",2800,47.4227,-2.4579,,"Pointe Pen Bé","19870727",14:30:00,,2800,,0.25,0.5,0.5,624607,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,100
"BAMN","AA31","1987",2800,47.4227,-2.4579,,"Pointe Pen Bé","19870727",14:30:00,,2800,,0.25,0.5,0.5,840627,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,800
"BAMN","AA31","1987",2801,47.4227,-2.4579,,"Pointe Pen Bé","19870803",18:05:00,,2801,,0.25,0.5,0.5,109394,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,1900
"BAMN","AA31","1987",2801,47.4227,-2.4579,,"Pointe Pen Bé","19870803",18:05:00,,2801,,0.25,0.5,0.5,148947,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,600
"BAMN","AA31","1987",2801,47.4227,-2.4579,,"Pointe Pen Bé","19870803",18:05:00,,2801,,0.25,0.5,0.5,149200,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,400
"BAMN","AA31","1987",2801,47.4227,-2.4579,,"Pointe Pen Bé","19870803",18:05:00,,2801,,0.25,0.5,0.5,233024,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,1800
"BAMN","AA31","1987",2801,47.4227,-2.4579,,"Pointe Pen Bé","19870803",18:05:00,,2801,,0.25,0.5,0.5,591199,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,200
"BAMN","AA31","1987",2803,47.4227,-2.4579,,"Pointe Pen Bé","19870810",14:05:00,,2803,,0.25,0.2,0.2,109394,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,3100
"BAMN","AA31","1987",2803,47.4227,-2.4579,,"Pointe Pen Bé","19870810",14:05:00,,2803,,0.25,0.2,0.2,109435,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,100
"BAMN","AA31","1987",2803,47.4227,-2.4579,,"Pointe Pen Bé","19870810",14:05:00,,2803,,0.25,0.2,0.2,109506,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,100
"BAMN","AA31","1987",2803,47.4227,-2.4579,,"Pointe Pen Bé","19870810",14:05:00,,2803,,0.25,0.2,0.2,109876,,,"ABUNDNR","nrcells/l",,,,,,,"CEMP~NATL","T~S","1987","PP","ERID",,,,500
