"RLABO","SHIPC","CRUIS","STNNO","LATIT","LONGI","POSYS","STATN","SDATE","STIME","WADEP","SMPNO","FINFL","SMVOL","MNDEP","MXDEP","SPECI","TRPHY","STAGE","PARAM","MUNIT","QFLAG","ALABO","METOA","METFP","SLABO","SMTYP","PURPM","MYEAR","DTYPE","RLIST","SIZCL","SIZRF","SFLAG","VFLAG","MPROG","VALUE"
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000727",2.15003,51.02219,,"GRAV - Canal Amenee",20000727,,,"BOREA20000727",,,2,5,106734,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",1.33
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000727",2.15003,51.02219,,"GRAV - Canal Amenee",20000727,,,"BOREA20000727",,,2,5,116162,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",512
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000727",2.15003,51.02219,,"GRAV - Canal Amenee",20000727,,,"BOREA20000727",,,2,5,117034,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.67
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000727",2.15003,51.02219,,"GRAV - Canal Amenee",20000727,,,"BOREA20000727",,,2,5,117535,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",5.33
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000727",2.15003,51.02219,,"GRAV - Canal Amenee",20000727,,,"BOREA20000727",,,2,5,123084,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",10.67
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000727",2.15003,51.02219,,"GRAV - Canal Amenee",20000727,,,"BOREA20000727",,,2,5,128567,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",8
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000727",2.15003,51.02219,,"GRAV - Canal Amenee",20000727,,,"BOREA20000727",,,2,5,131495,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",24
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000727",2.15003,51.02219,,"GRAV - Canal Amenee",20000727,,,"BOREA20000727",,,2,5,146142,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.67
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,101,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",9.36
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,105,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",14.04
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,883,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",4.68
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,913,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",32.75
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,1080,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",39.77
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,1082,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",210.52
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,1102,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.34
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,1137,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",39.77
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,1207,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",4.68
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,1267,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",11.7
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,1839,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",7.02
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,103407,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",159.06
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,104251,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",1508.77
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,104496,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",491.23
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,104515,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",46.78
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,104685,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",198.83
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,104878,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",514.62
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,105410,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",16.96
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,106264,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",18.71
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,106267,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.34
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,106386,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",1.17
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,106538,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",74.85
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,106673,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.33
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,106674,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",3.51
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,106677,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.34
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,106734,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",1.17
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,116162,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",888.89
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,117034,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.34
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,117368,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.34
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,117535,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",1.17
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,128567,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",28.07
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,131495,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",7.02
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,135645,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",4.68
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000807",2.15003,51.02219,,"GRAV - Canal Amenee",20000807,,,"BOREA20000807",,,2,5,146142,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.34
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,101,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",47.55
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,105,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",8.27
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,913,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",16.54
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,1080,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",24.81
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,1082,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",130.23
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,1101,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",10.34
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,1207,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.52
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,1267,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.07
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,103407,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",41.34
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,104251,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",1385.01
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,104466,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",4.13
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,104496,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",59.95
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,104515,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.07
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,104685,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",35.14
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,104878,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",547.8
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,105410,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",35.14
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,106264,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",14.47
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,106386,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",8.01
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,106538,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",4.13
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,106673,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.78
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,106674,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",1.03
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,106734,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.26
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,106738,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.26
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,116162,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",1209.3
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,117535,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",9.3
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,120072,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",3.1
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,128567,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",88.89
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,131495,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.07
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,146142,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",8.27
"BAMN","AA31","IGA_Gravelines_2000","BOREA20000821",2.15003,51.02219,,"GRAV - Canal Amenee",20000821,,,"BOREA20000821",,,2,5,149668,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.26
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,101,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",4.17
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,105,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.83
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,883,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.83
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,913,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.83
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,1082,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",7.19
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,1101,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.83
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,1102,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.42
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,1131,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.83
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,1137,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.1
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,1207,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",1.25
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,103407,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.5
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,104251,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",14.18
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,104466,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.1
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,104496,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.92
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,104499,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.21
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,104515,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",8.76
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,104685,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",8.76
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,104878,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",12.1
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,105410,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",1.25
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,106538,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.42
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,116162,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",38.79
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,120072,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.31
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,128805,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.1
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001124",2.15003,51.02219,,"GRAV - Canal Amenee",20001124,,,"BOREA20001124",,,2,5,146142,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.92
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001218",2.15003,51.02219,,"GRAV - Canal Amenee",20001218,,,"BOREA20001218",,,2,5,101,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",2.69
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001218",2.15003,51.02219,,"GRAV - Canal Amenee",20001218,,,"BOREA20001218",,,2,5,105,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.54
"BAMN","AA31","IGA_Gravelines_2000","BOREA20001218",2.15003,51.02219,,"GRAV - Canal Amenee",20001218,,,"BOREA20001218",,,2,5,913,,,"ABUNDNR","nr/m3",,,,,,,"T~S",2000,"ZP","ERID",,,,"A","CEMP~NATL",0.54
