"RLABO","SHIPC","CRUIS","STNNO","LATIT","LONGI","POSYS","STATN","SDATE","STIME","WADEP","SMPNO","FINFL","SMVOL","MNDEP","MXDEP","SPECI","TRPHY","STAGE","PARAM","MUNIT","VFLAG","ALABO","METOA","METFP","SLABO","SMTYP","MPROG","PURPM","MYEAR","DTYPE","RLIST","SIZCL","SIZRF","SFLAG","VALUE"
"BAMN","AA31","2000","BOREA1457",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1457",,,2,5,105410,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,35.14
"BAMN","AA31","2000","BOREA1458",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1458",,,2,5,106673,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.78
"BAMN","AA31","2000","BOREA1459",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1459",,,2,5,104466,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,4.13
"BAMN","AA31","2000","BOREA1460",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1460",,,2,5,117535,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,9.3
"BAMN","AA31","2000","BOREA1461",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1461",,,2,5,106264,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,14.47
"BAMN","AA31","2000","BOREA1462",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1462",,,2,5,106734,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.26
"BAMN","AA31","2000","BOREA1463",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1463",,,2,5,106674,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,1.03
"BAMN","AA31","2000","BOREA1464",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1464",,,2,5,105,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,8.27
"BAMN","AA31","2000","BOREA1465",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1465",,,2,5,101,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,47.55
"BAMN","AA31","2000","BOREA1466",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1466",,,2,5,106738,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.26
"BAMN","AA31","2000","BOREA1467",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1467",,,2,5,1101,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,10.34
"BAMN","AA31","2000","BOREA1468",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1468",,,2,5,1207,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.52
"BAMN","AA31","2000","BOREA1469",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1469",,,2,5,149668,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.26
"BAMN","AA31","2000","BOREA1470",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1470",,,2,5,106538,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,4.13
"BAMN","AA31","2000","BOREA1471",2.15003,51.02219,,"GRAV - Canal Amenee","20000821",00:00:00,,"BOREA1471",,,2,5,128567,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,88.89
"BAMN","AA31","2000","BOREA1472",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1472",,,2,5,104251,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,597.94
"BAMN","AA31","2000","BOREA1473",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1473",,,2,5,146142,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,107.22
"BAMN","AA31","2000","BOREA1474",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1474",,,2,5,104496,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,20.62
"BAMN","AA31","2000","BOREA1475",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1475",,,2,5,1082,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,247.43
"BAMN","AA31","2000","BOREA1476",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1476",,,2,5,116162,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,1938.14
"BAMN","AA31","2000","BOREA1477",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1477",,,2,5,131495,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,4.12
"BAMN","AA31","2000","BOREA1478",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1478",,,2,5,120072,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.52
"BAMN","AA31","2000","BOREA1479",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1479",,,2,5,103407,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,12.37
"BAMN","AA31","2000","BOREA1480",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1480",,,2,5,104685,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,115.46
"BAMN","AA31","2000","BOREA1481",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1481",,,2,5,106386,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.52
"BAMN","AA31","2000","BOREA1482",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1482",,,2,5,104878,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,206.19
"BAMN","AA31","2000","BOREA1483",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1483",,,2,5,1080,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,169.07
"BAMN","AA31","2000","BOREA1484",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1484",,,2,5,913,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,90.72
"BAMN","AA31","2000","BOREA1485",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1485",,,2,5,105410,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,32.99
"BAMN","AA31","2000","BOREA1486",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1486",,,2,5,1839,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,20.62
"BAMN","AA31","2000","BOREA1487",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1487",,,2,5,106673,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,4.12
"BAMN","AA31","2000","BOREA1488",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1488",,,2,5,117535,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,14.43
"BAMN","AA31","2000","BOREA1489",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1489",,,2,5,106734,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.52
"BAMN","AA31","2000","BOREA1490",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1490",,,2,5,105,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,4.12
"BAMN","AA31","2000","BOREA1491",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1491",,,2,5,101,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,32.99
"BAMN","AA31","2000","BOREA1492",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1492",,,2,5,106738,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.52
"BAMN","AA31","2000","BOREA1493",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1493",,,2,5,104736,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,4.12
"BAMN","AA31","2000","BOREA1494",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1494",,,2,5,1207,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.52
"BAMN","AA31","2000","BOREA1495",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1495",,,2,5,123084,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,41.24
"BAMN","AA31","2000","BOREA1496",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1496",,,2,5,883,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,4.12
"BAMN","AA31","2000","BOREA1497",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1497",,,2,5,149668,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,1.03
"BAMN","AA31","2000","BOREA1498",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1498",,,2,5,128805,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,32.99
"BAMN","AA31","2000","BOREA1499",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1499",,,2,5,1106,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.52
"BAMN","AA31","2000","BOREA1500",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1500",,,2,5,106538,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,4.12
"BAMN","AA31","2000","BOREA1501",2.15003,51.02219,,"GRAV - Canal Amenee","20000911",00:00:00,,"BOREA1501",,,2,5,128567,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,107.22
"BAMN","AA31","2000","BOREA1555",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1555",,,2,5,104251,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,32.84
"BAMN","AA31","2000","BOREA1556",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1556",,,2,5,146142,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,14.93
"BAMN","AA31","2000","BOREA1557",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1557",,,2,5,1082,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,88.06
"BAMN","AA31","2000","BOREA1558",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1558",,,2,5,116162,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,170.15
"BAMN","AA31","2000","BOREA1559",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1559",,,2,5,131495,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,5.97
"BAMN","AA31","2000","BOREA1560",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1560",,,2,5,103407,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,53.73
"BAMN","AA31","2000","BOREA1561",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1561",,,2,5,104685,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,7.46
"BAMN","AA31","2000","BOREA1562",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1562",,,2,5,106386,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.75
"BAMN","AA31","2000","BOREA1563",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1563",,,2,5,104878,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,4.48
"BAMN","AA31","2000","BOREA1564",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1564",,,2,5,1080,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,14.93
"BAMN","AA31","2000","BOREA1565",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1565",,,2,5,913,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,22.39
"BAMN","AA31","2000","BOREA1566",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1566",,,2,5,1267,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,2.99
"BAMN","AA31","2000","BOREA1567",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1567",,,2,5,105410,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,28.36
"BAMN","AA31","2000","BOREA1568",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1568",,,2,5,106673,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,1.49
"BAMN","AA31","2000","BOREA1569",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1569",,,2,5,117535,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,2.99
"BAMN","AA31","2000","BOREA1570",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1570",,,2,5,1131,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,22.39
"BAMN","AA31","2000","BOREA1571",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1571",,,2,5,1137,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,1.49
"BAMN","AA31","2000","BOREA1572",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1572",,,2,5,106674,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,1.49
"BAMN","AA31","2000","BOREA1573",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1573",,,2,5,105,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,1.49
"BAMN","AA31","2000","BOREA1574",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1574",,,2,5,101,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,50.75
"BAMN","AA31","2000","BOREA1575",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1575",,,2,5,123082,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,7.46
"BAMN","AA31","2000","BOREA1576",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1576",,,2,5,1207,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.75
"BAMN","AA31","2000","BOREA1577",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1577",,,2,5,883,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.75
"BAMN","AA31","2000","BOREA1578",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1578",,,2,5,149668,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,1.49
"BAMN","AA31","2000","BOREA1579",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1579",,,2,5,106538,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,4.48
"BAMN","AA31","2000","BOREA1580",2.15003,51.02219,,"GRAV - Canal Amenee","20000927",00:00:00,,"BOREA1580",,,2,5,128567,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,13.43
"BAMN","AA31","2000","BOREA1581",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1581",,,2,5,104251,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,60.76
"BAMN","AA31","2000","BOREA1582",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1582",,,2,5,146142,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,30.38
"BAMN","AA31","2000","BOREA1583",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1583",,,2,5,104496,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,3.8
"BAMN","AA31","2000","BOREA1584",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1584",,,2,5,1082,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,88.61
"BAMN","AA31","2000","BOREA1585",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1585",,,2,5,116162,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,322.78
"BAMN","AA31","2000","BOREA1586",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1586",,,2,5,131495,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,11.39
"BAMN","AA31","2000","BOREA1587",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1587",,,2,5,120072,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,2.85
"BAMN","AA31","2000","BOREA1588",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1588",,,2,5,103407,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,29.11
"BAMN","AA31","2000","BOREA1589",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1589",,,2,5,104685,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,15.19
"BAMN","AA31","2000","BOREA1590",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1590",,,2,5,104515,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,1.27
"BAMN","AA31","2000","BOREA1591",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1591",,,2,5,104878,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,35.44
"BAMN","AA31","2000","BOREA1592",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1592",,,2,5,1080,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,3.8
"BAMN","AA31","2000","BOREA1593",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1593",,,2,5,913,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,20.25
"BAMN","AA31","2000","BOREA1594",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1594",,,2,5,1267,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.16
"BAMN","AA31","2000","BOREA1595",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1595",,,2,5,105410,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,11.39
"BAMN","AA31","2000","BOREA1596",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1596",,,2,5,1839,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,6.33
"BAMN","AA31","2000","BOREA1597",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1597",,,2,5,106673,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.32
"BAMN","AA31","2000","BOREA1598",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1598",,,2,5,104466,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.32
"BAMN","AA31","2000","BOREA1599",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1599",,,2,5,117535,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,2.85
"BAMN","AA31","2000","BOREA1600",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1600",,,2,5,1131,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,6.33
"BAMN","AA31","2000","BOREA1601",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1601",,,2,5,105,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,3.8
"BAMN","AA31","2000","BOREA1602",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1602",,,2,5,101,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,13.92
"BAMN","AA31","2000","BOREA1603",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1603",,,2,5,1102,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,1.27
"BAMN","AA31","2000","BOREA1604",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1604",,,2,5,1207,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.79
"BAMN","AA31","2000","BOREA1605",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1605",,,2,5,123084,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,3.8
"BAMN","AA31","2000","BOREA1606",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1606",,,2,5,149668,,,"ABUNDNR","nr/m3","S",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,1.42
"BAMN","AA31","2000","BOREA1607",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1607",,,2,5,106677,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.16
"BAMN","AA31","2000","BOREA1608",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1608",,,2,5,128805,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,1.27
"BAMN","AA31","2000","BOREA1609",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1609",,,2,5,106538,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,3.8
"BAMN","AA31","2000","BOREA1610",2.15003,51.02219,,"GRAV - Canal Amenee","20001010",00:00:00,,"BOREA1610",,,2,5,128567,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,12.66
"BAMN","AA31","2000","BOREA1662",2.15003,51.02219,,"GRAV - Canal Amenee","20001124",00:00:00,,"BOREA1662",,,2,5,104251,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,14.18
"BAMN","AA31","2000","BOREA1663",2.15003,51.02219,,"GRAV - Canal Amenee","20001124",00:00:00,,"BOREA1663",,,2,5,146142,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,2.92
"BAMN","AA31","2000","BOREA1664",2.15003,51.02219,,"GRAV - Canal Amenee","20001124",00:00:00,,"BOREA1664",,,2,5,104496,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,2.92
"BAMN","AA31","2000","BOREA1665",2.15003,51.02219,,"GRAV - Canal Amenee","20001124",00:00:00,,"BOREA1665",,,2,5,1082,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,7.19
"BAMN","AA31","2000","BOREA1666",2.15003,51.02219,,"GRAV - Canal Amenee","20001124",00:00:00,,"BOREA1666",,,2,5,116162,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,38.79
"BAMN","AA31","2000","BOREA1667",2.15003,51.02219,,"GRAV - Canal Amenee","20001124",00:00:00,,"BOREA1667",,,2,5,120072,,,"ABUNDNR","nr/m3","A",,,,,,"CEMP~NATL","T~S","2000","ZP","ERID",,,,0.31
