"SHIPC","CRUIS","STNNO","LATIT","LONGI","POSYS","STATN","SDATE","STIME","WADEP","SMPNO","FINFL","SMVOL","MNDEP","MXDEP","SPECI","TRPHY","STAGE","PARAM","MUNIT","QFLAG","RLABO","ALABO","METOA","METFP","SLABO","SMTYP","MPROG","PURPM","CNTRY","MYEAR","DTYPE","RLIST","SIZCL","SIZRF","SFLAG","VALUE"
"ZZ99","2003","RA030918",48.732,-3.968,NA,"Astan","20030918",NA,NA,"RA030918",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,174.242424242424
"ZZ99","2003","RA030918",48.732,-3.968,NA,"Astan","20030918",NA,NA,"RA030918",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,4367.42424242424
"ZZ99","2003","RA031002",48.732,-3.968,NA,"Astan","20031002",NA,NA,"RA031002",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,45.4545454545455
"ZZ99","2003","RA031002",48.732,-3.968,NA,"Astan","20031002",NA,NA,"RA031002",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,4606.06060606061
"ZZ99","2003","RA031021",48.732,-3.968,NA,"Astan","20031021",NA,NA,"RA031021",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,3.78787878787879
"ZZ99","2003","RA031021",48.732,-3.968,NA,"Astan","20031021",NA,NA,"RA031021",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,5598.48484848485
"ZZ99","2003","RA031104",48.732,-3.968,NA,"Astan","20031104",NA,NA,"RA031104",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,105.691056910569
"ZZ99","2003","RA031104",48.732,-3.968,NA,"Astan","20031104",NA,NA,"RA031104",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,4040.65040650406
"ZZ99","2003","RA031117",48.732,-3.968,NA,"Astan","20031113",NA,NA,"RA031117",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,89.4308943089431
"ZZ99","2003","RA031117",48.732,-3.968,NA,"Astan","20031113",NA,NA,"RA031117",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,3967.47967479675
"ZZ99","2003","RA031202",48.732,-3.968,NA,"Astan","20031202",NA,NA,"RA031202",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,65.0406504065041
"ZZ99","2003","RA031202",48.732,-3.968,NA,"Astan","20031202",NA,NA,"RA031202",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,2471.54471544715
"ZZ99","2003","RA031217",48.732,-3.968,NA,"Astan","20031217",NA,NA,"RA031217",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,44.7154471544715
"ZZ99","2003","RA031217",48.732,-3.968,NA,"Astan","20031217",NA,NA,"RA031217",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2003","PP","ERID",NA,NA,NA,2520.32520325203
"ZZ99","2004","RA040105",48.732,-3.968,NA,"Astan","20040105",NA,NA,"RA040105",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2004","PP","ERID",NA,NA,NA,32.520325203252
"ZZ99","2004","RA040105",48.732,-3.968,NA,"Astan","20040105",NA,NA,"RA040105",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2004","PP","ERID",NA,NA,NA,2772.35772357724
"ZZ99","2004","RA040127",48.732,-3.968,NA,"Astan","20040127",NA,NA,"RA040127",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2004","PP","ERID",NA,NA,NA,48.780487804878
"ZZ99","2004","RA040127",48.732,-3.968,NA,"Astan","20040127",NA,NA,"RA040127",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2004","PP","ERID",NA,NA,NA,2691.05691056911
"ZZ99","2004","RA040312",48.732,-3.968,NA,"Astan","20040312",NA,NA,"RA040312",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2004","PP","ERID",NA,NA,NA,36.5853658536585
"ZZ99","2004","RA040312",48.732,-3.968,NA,"Astan","20040312",NA,NA,"RA040312",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2004","PP","ERID",NA,NA,NA,5825.20325203252
"ZZ99","2004","RA040414",48.732,-3.968,NA,"Astan","20040414",NA,NA,"RA040414",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2004","PP","ERID",NA,NA,NA,101.626016260163
"ZZ99","2004","RA040414",48.732,-3.968,NA,"Astan","20040414",NA,NA,"RA040414",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2004","PP","ERID",NA,NA,NA,1373.9837398374
"ZZ99","2004","RA040512",48.732,-3.968,NA,"Astan","20040512",NA,NA,"RA040512",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2004","PP","ERID",NA,NA,NA,191.056910569106
"ZZ99","2004","RA040512",48.732,-3.968,NA,"Astan","20040512",NA,NA,"RA040512",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2004","PP","ERID",NA,NA,NA,1113.82113821138
"ZZ99","2004","RA04330",48.732,-3.968,NA,"Astan","20040330",NA,NA,"RA04330",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2004","PP","ERID",NA,NA,NA,60.9756097560976
"ZZ99","2004","RA04330",48.732,-3.968,NA,"Astan","20040330",NA,NA,"RA04330",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2004","PP","ERID",NA,NA,NA,3130.08130081301
"ZZ99","2005","RA050105",48.732,-3.968,NA,"Astan","20050105",NA,NA,"RA050105",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,2024.69135802469
"ZZ99","2005","RA050203",48.732,-3.968,NA,"Astan","20050203",NA,NA,"RA050203",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,2543.20987654321
"ZZ99","2005","RA050217",48.732,-3.968,NA,"Astan","20050217",NA,NA,"RA050217",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,3897.11934156379
"ZZ99","2005","RA050302",48.732,-3.968,NA,"Astan","20050302",NA,NA,"RA050302",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,5123.45679012346
"ZZ99","2005","RA050318",48.732,-3.968,NA,"Astan","20050318",NA,NA,"RA050318",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,3666.66666666667
"ZZ99","2005","RA050404",48.732,-3.968,NA,"Astan","20050404",NA,NA,"RA050404",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,2893.00411522634
"ZZ99","2005","RA050418",48.732,-3.968,NA,"Astan","20050418",NA,NA,"RA050418",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,893.004115226337
"ZZ99","2005","RA050502",48.732,-3.968,NA,"Astan","20050502",NA,NA,"RA050502",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,386.831275720165
"ZZ99","2005","RA050517",48.732,-3.968,NA,"Astan","20050517",NA,NA,"RA050517",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,1057.61316872428
"ZZ99","2005","RA050530",48.732,-3.968,NA,"Astan","20050530",NA,NA,"RA050530",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,921.810699588477
"ZZ99","2005","RA050630",48.732,-3.968,NA,"Astan","20050630",NA,NA,"RA050630",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,2839.50617283951
"ZZ99","2005","RA050718",48.732,-3.968,NA,"Astan","20050718",NA,NA,"RA050718",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,16683.1275720165
"ZZ99","2005","RA050729",48.732,-3.968,NA,"Astan","20050729",NA,NA,"RA050729",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,1794.23868312757
"ZZ99","2005","RA050829",48.732,-3.968,NA,"Astan","20050829",NA,NA,"RA050829",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,7139.91769547325
"ZZ99","2005","RA050913",48.732,-3.968,NA,"Astan","20050913",NA,NA,"RA050913",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,3518.51851851852
"ZZ99","2005","RA050926",48.732,-3.968,NA,"Astan","20050926",NA,NA,"RA050926",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,4226.33744855967
"ZZ99","2005","RA051011",48.732,-3.968,NA,"Astan","20051011",NA,NA,"RA051011",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,4242.79835390946
"ZZ99","2005","RA051025",48.732,-3.968,NA,"Astan","20051025",NA,NA,"RA051025",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,5386.83127572016
"ZZ99","2005","RA051105",48.732,-3.968,NA,"Astan","20051105",NA,NA,"RA051105",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,4028.80658436214
"ZZ99","2005","RA051128",48.732,-3.968,NA,"Astan","20051128",NA,NA,"RA051128",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,5234.56790123457
"ZZ99","2005","RA051209",48.732,-3.968,NA,"Astan","20051209",NA,NA,"RA051209",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,2794.23868312757
"ZZ99","2005","RA051222",48.732,-3.968,NA,"Astan","20051222",NA,NA,"RA051222",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2005","PP","ERID",NA,NA,NA,2111.11111111111
"ZZ99","2006","RA060206",48.732,-3.968,NA,"Astan","20060206",NA,NA,"RA060206",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,64.3939393939394
"ZZ99","2006","RA060206",48.732,-3.968,NA,"Astan","20060206",NA,NA,"RA060206",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,2530.30303030303
"ZZ99","2006","RA060223",48.732,-3.968,NA,"Astan","20060223",NA,NA,"RA060223",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,71.969696969697
"ZZ99","2006","RA060223",48.732,-3.968,NA,"Astan","20060223",NA,NA,"RA060223",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,2806.81818181818
"ZZ99","2006","RA060308",48.732,-3.968,NA,"Astan","20060308",NA,NA,"RA060308",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,98.4848484848485
"ZZ99","2006","RA060308",48.732,-3.968,NA,"Astan","20060308",NA,NA,"RA060308",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,2981.06060606061
"ZZ99","2006","RA060323",48.732,-3.968,NA,"Astan","20060323",NA,NA,"RA060323",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,109.848484848485
"ZZ99","2006","RA060323",48.732,-3.968,NA,"Astan","20060323",NA,NA,"RA060323",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,4723.48484848485
"ZZ99","2006","RA060406",48.732,-3.968,NA,"Astan","20060406",NA,NA,"RA060406",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,79.5454545454545
"ZZ99","2006","RA060406",48.732,-3.968,NA,"Astan","20060406",NA,NA,"RA060406",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,5265.15151515152
"ZZ99","2006","RA060420",48.732,-3.968,NA,"Astan","20060420",NA,NA,"RA060420",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,174.242424242424
"ZZ99","2006","RA060420",48.732,-3.968,NA,"Astan","20060420",NA,NA,"RA060420",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,6265.15151515152
"ZZ99","2006","RA060505",48.732,-3.968,NA,"Astan","20060505",NA,NA,"RA060505",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,87.1212121212121
"ZZ99","2006","RA060505",48.732,-3.968,NA,"Astan","20060505",NA,NA,"RA060505",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,981.060606060606
"ZZ99","2006","RA060517",48.732,-3.968,NA,"Astan","20060517",NA,NA,"RA060517",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,83.3333333333333
"ZZ99","2006","RA060517",48.732,-3.968,NA,"Astan","20060517",NA,NA,"RA060517",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,768.939393939394
"ZZ99","2006","RA060607",48.732,-3.968,NA,"Astan","20060607",NA,NA,"RA060607",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,90.9090909090909
"ZZ99","2006","RA060607",48.732,-3.968,NA,"Astan","20060607",NA,NA,"RA060607",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,1484.84848484848
"ZZ99","2006","RA060620",48.732,-3.968,NA,"Astan","20060620",NA,NA,"RA060620",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,109.848484848485
"ZZ99","2006","RA060620",48.732,-3.968,NA,"Astan","20060620",NA,NA,"RA060620",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,965.909090909091
"ZZ99","2006","RA060706",48.732,-3.968,NA,"Astan","20060706",NA,NA,"RA060706",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,844.69696969697
"ZZ99","2006","RA060706",48.732,-3.968,NA,"Astan","20060706",NA,NA,"RA060706",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,1083.33333333333
"ZZ99","2006","RA060803",48.732,-3.968,NA,"Astan","20060803",NA,NA,"RA060803",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,57.4712643678161
"ZZ99","2006","RA060803",48.732,-3.968,NA,"Astan","20060803",NA,NA,"RA060803",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,2187.73946360153
"ZZ99","2006","RA060817",48.732,-3.968,NA,"Astan","20060817",NA,NA,"RA060817",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,99.6168582375479
"ZZ99","2006","RA060817",48.732,-3.968,NA,"Astan","20060817",NA,NA,"RA060817",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,2785.44061302682
"ZZ99","2006","RA060901",48.732,-3.968,NA,"Astan","20060901",NA,NA,"RA060901",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,99.6168582375479
"ZZ99","2006","RA060901",48.732,-3.968,NA,"Astan","20060901",NA,NA,"RA060901",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,2245.21072796935
"ZZ99","2006","RA060915",48.732,-3.968,NA,"Astan","20060915",NA,NA,"RA060915",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,153.256704980843
"ZZ99","2006","RA060915",48.732,-3.968,NA,"Astan","20060915",NA,NA,"RA060915",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,3157.08812260536
"ZZ99","2006","RA061002",48.732,-3.968,NA,"Astan","20061002",NA,NA,"RA061002",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,157.088122605364
"ZZ99","2006","RA061002",48.732,-3.968,NA,"Astan","20061002",NA,NA,"RA061002",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,5019.15708812261
"ZZ99","2006","RA061016",48.732,-3.968,NA,"Astan","20061016",NA,NA,"RA061016",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,38.3141762452107
"ZZ99","2006","RA061016",48.732,-3.968,NA,"Astan","20061016",NA,NA,"RA061016",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,4068.96551724138
"ZZ99","2006","RA061031",48.732,-3.968,NA,"Astan","20061031",NA,NA,"RA061031",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,218.390804597701
"ZZ99","2006","RA061031",48.732,-3.968,NA,"Astan","20061031",NA,NA,"RA061031",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,7413.79310344828
"ZZ99","2006","RA061113",48.732,-3.968,NA,"Astan","20061113",NA,NA,"RA061113",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,172.413793103448
"ZZ99","2006","RA061113",48.732,-3.968,NA,"Astan","20061113",NA,NA,"RA061113",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,5927.2030651341
"ZZ99","2006","RA061128",48.732,-3.968,NA,"Astan","20061128",NA,NA,"RA061128",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,53.639846743295
"ZZ99","2006","RA061128",48.732,-3.968,NA,"Astan","20061128",NA,NA,"RA061128",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,3532.56704980843
"ZZ99","2006","RA061213",48.732,-3.968,NA,"Astan","20061213",NA,NA,"RA061213",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,61.3026819923372
"ZZ99","2006","RA061213",48.732,-3.968,NA,"Astan","20061213",NA,NA,"RA061213",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2006","PP","ERID",NA,NA,NA,1800.7662835249
"ZZ99","2007","RA070112",48.732,-3.968,NA,"Astan","20070112",NA,NA,"RA070112",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2007","PP","ERID",NA,NA,NA,144.578313253012
"ZZ99","2007","RA070112",48.732,-3.968,NA,"Astan","20070112",NA,NA,"RA070112",NA,5,1,1,160572,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2007","PP","ERID",NA,NA,NA,1702.81124497992
"ZZ99","2007","RA070129",48.732,-3.968,NA,"Astan","20070129",NA,NA,"RA070129",NA,5,1,1,17639,NA,NA,"ABUNDNR","cells/l",NA,"BAMN",NA,NA,NA,NA,NA,"CEMP~NATL","T~S","FR","2007","PP","ERID",NA,NA,NA,96.3855421686747
