"RLABO","SHIPC","CRUIS","STNNO","LATIT","LONGI","POSYS","STATN","SDATE","STIME","WADEP","SMPNO","FINFL","SMVOL","MNDEP","MXDEP","SPECI","TRPHY","STAGE","PARAM","MUNIT","ALABO","METOA","METFP","SLABO","SMTYP","MPROG","PURPM","MYEAR","DTYPE","RLIST","SIZCL","SIZRF","SFLAG","VALUE"
"BAMN","AA31","2002","Astan_20020316",48.7778,-3.9375,,"Astan","20020316",,,"Astan_20020316",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2002","PP","ERID",,,,70.25645
"BAMN","AA31","2002","Astan_20020316",48.7778,-3.9375,,"Astan","20020316",,,"Astan_20020316",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2002","PP","ERID",,,,2097.361664
"BAMN","AA31","2002","Estacade_20020316",48.7322,-3.98278,,"Estacade","20020316",,,"Estacade_20020316",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2002","PP","ERID",,,,61.990985
"BAMN","AA31","2002","Estacade_20020316",48.7322,-3.98278,,"Estacade","20020316",,,"Estacade_20020316",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2002","PP","ERID",,,,2043.636143
"BAMN","AA31","2009","Bouee 13_20090106",44.6334,-1.2377,,"Bouee 13","20090106",,,"Bouee 13_20090106",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,21.528525
"BAMN","AA31","2009","Bouee 13_20090106",44.6334,-1.2377,,"Bouee 13","20090106",,,"Bouee 13_20090106",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,4682.454252
"BAMN","AA31","2009","Bouee 13_20090119",44.6334,-1.2377,,"Bouee 13","20090119",,,"Bouee 13_20090119",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,48.439182
"BAMN","AA31","2009","Bouee 13_20090119",44.6334,-1.2377,,"Bouee 13","20090119",,,"Bouee 13_20090119",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,3449.946179
"BAMN","AA31","2009","Bouee 13_20090204",44.6334,-1.2377,,"Bouee 13","20090204",,,"Bouee 13_20090204",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,37.674919
"BAMN","AA31","2009","Bouee 13_20090204",44.6334,-1.2377,,"Bouee 13","20090204",,,"Bouee 13_20090204",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,1730.355221
"BAMN","AA31","2009","Bouee 13_20090219",44.6334,-1.2377,,"Bouee 13","20090219",,,"Bouee 13_20090219",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,40.365985
"BAMN","AA31","2009","Bouee 13_20090219",44.6334,-1.2377,,"Bouee 13","20090219",,,"Bouee 13_20090219",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,4262.648009
"BAMN","AA31","2009","Bouee 13_20090306",44.6334,-1.2377,,"Bouee 13","20090306",,,"Bouee 13_20090306",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,4904.352648
"BAMN","AA31","2009","Bouee 13_20090319",44.6334,-1.2377,,"Bouee 13","20090319",,,"Bouee 13_20090319",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,14.060742
"BAMN","AA31","2009","Bouee 13_20090319",44.6334,-1.2377,,"Bouee 13","20090319",,,"Bouee 13_20090319",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,3371.766029
"BAMN","AA31","2009","Bouee 13_20090403",44.6334,-1.2377,,"Bouee 13","20090403",,,"Bouee 13_20090403",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,43.057051
"BAMN","AA31","2009","Bouee 13_20090403",44.6334,-1.2377,,"Bouee 13","20090403",,,"Bouee 13_20090403",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,944.564047
"BAMN","AA31","2009","Bouee 13_20090417",44.6334,-1.2377,,"Bouee 13","20090417",,,"Bouee 13_20090417",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,24.219591
"BAMN","AA31","2009","Bouee 13_20090417",44.6334,-1.2377,,"Bouee 13","20090417",,,"Bouee 13_20090417",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,2072.12056
"BAMN","AA31","2009","Bouee 13_20090417",44.6334,-1.2377,,"Bouee 13","20090417",,,"Bouee 13_20090417",,,1,1,345515,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,2.691066
"BAMN","AA31","2009","Bouee 13_20090504",44.6334,-1.2377,,"Bouee 13","20090504",,,"Bouee 13_20090504",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,21.528525
"BAMN","AA31","2009","Bouee 13_20090504",44.6334,-1.2377,,"Bouee 13","20090504",,,"Bouee 13_20090504",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,7327.771798
"BAMN","AA31","2009","Bouee 13_20090519",44.6334,-1.2377,,"Bouee 13","20090519",,,"Bouee 13_20090519",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,5.382131
"BAMN","AA31","2009","Bouee 13_20090519",44.6334,-1.2377,,"Bouee 13","20090519",,,"Bouee 13_20090519",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,13205.0592
"BAMN","AA31","2009","Bouee 13_20090602",44.6334,-1.2377,,"Bouee 13","20090602",,,"Bouee 13_20090602",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,18.276762
"BAMN","AA31","2009","Bouee 13_20090602",44.6334,-1.2377,,"Bouee 13","20090602",,,"Bouee 13_20090602",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,11318.53786
"BAMN","AA31","2009","Bouee 13_20090616",44.6334,-1.2377,,"Bouee 13","20090616",,,"Bouee 13_20090616",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,112.485939
"BAMN","AA31","2009","Bouee 13_20090616",44.6334,-1.2377,,"Bouee 13","20090616",,,"Bouee 13_20090616",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,10987.06412
"BAMN","AA31","2009","Bouee 13_20090701",44.6334,-1.2377,,"Bouee 13","20090701",,,"Bouee 13_20090701",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,34.346103
"BAMN","AA31","2009","Bouee 13_20090701",44.6334,-1.2377,,"Bouee 13","20090701",,,"Bouee 13_20090701",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,55244.38573
"BAMN","AA31","2009","Bouee 13_20090716",44.6334,-1.2377,,"Bouee 13","20090716",,,"Bouee 13_20090716",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,31.704095
"BAMN","AA31","2009","Bouee 13_20090716",44.6334,-1.2377,,"Bouee 13","20090716",,,"Bouee 13_20090716",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,70052.84016
"BAMN","AA31","2009","Bouee 13_20090729",44.6334,-1.2377,,"Bouee 13","20090729",,,"Bouee 13_20090729",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,58.220128
"BAMN","AA31","2009","Bouee 13_20090729",44.6334,-1.2377,,"Bouee 13","20090729",,,"Bouee 13_20090729",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,75494.87108
"BAMN","AA31","2009","Bouee 13_20090814",44.6334,-1.2377,,"Bouee 13","20090814",,,"Bouee 13_20090814",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,144782.0343
"BAMN","AA31","2009","Bouee 13_20090828",44.6334,-1.2377,,"Bouee 13","20090828",,,"Bouee 13_20090828",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,115719.9472
"BAMN","AA31","2009","Bouee 13_20090914",44.6334,-1.2377,,"Bouee 13","20090914",,,"Bouee 13_20090914",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,168.728909
"BAMN","AA31","2009","Bouee 13_20090914",44.6334,-1.2377,,"Bouee 13","20090914",,,"Bouee 13_20090914",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,79699.10011
"BAMN","AA31","2009","Bouee 13_20090928",44.6334,-1.2377,,"Bouee 13","20090928",,,"Bouee 13_20090928",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,93.994778
"BAMN","AA31","2009","Bouee 13_20090928",44.6334,-1.2377,,"Bouee 13","20090928",,,"Bouee 13_20090928",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,59796.34465
"BAMN","AA31","2009","Bouee 13_20090928",44.6334,-1.2377,,"Bouee 13","20090928",,,"Bouee 13_20090928",,,1,1,345515,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,16885.11749
"BAMN","AA31","2009","Bouee 13_20091013",44.6334,-1.2377,,"Bouee 13","20091013",,,"Bouee 13_20091013",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,54.830287
"BAMN","AA31","2009","Bouee 13_20091013",44.6334,-1.2377,,"Bouee 13","20091013",,,"Bouee 13_20091013",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,45522.19321
"BAMN","AA31","2009","Bouee 13_20091013",44.6334,-1.2377,,"Bouee 13","20091013",,,"Bouee 13_20091013",,,1,1,345515,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,67308.09399
"BAMN","AA31","2009","Bouee 13_20091029",44.6334,-1.2377,,"Bouee 13","20091029",,,"Bouee 13_20091029",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,478.142077
"BAMN","AA31","2009","Bouee 13_20091029",44.6334,-1.2377,,"Bouee 13","20091029",,,"Bouee 13_20091029",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,42355
"BAMN","AA31","2009","Bouee 13_20091029",44.6334,-1.2377,,"Bouee 13","20091029",,,"Bouee 13_20091029",,,1,1,345515,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,7278.688525
"BAMN","AA31","2009","Bouee 13_20091112",44.6334,-1.2377,,"Bouee 13","20091112",,,"Bouee 13_20091112",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,172.972973
"BAMN","AA31","2009","Bouee 13_20091112",44.6334,-1.2377,,"Bouee 13","20091112",,,"Bouee 13_20091112",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,11859
"BAMN","AA31","2009","Bouee 13_20091112",44.6334,-1.2377,,"Bouee 13","20091112",,,"Bouee 13_20091112",,,1,1,345515,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,3962.162162
"BAMN","AA31","2009","Bouee 13_20091127",44.6334,-1.2377,,"Bouee 13","20091127",,,"Bouee 13_20091127",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,494.594595
"BAMN","AA31","2009","Bouee 13_20091127",44.6334,-1.2377,,"Bouee 13","20091127",,,"Bouee 13_20091127",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,42754.05405
"BAMN","AA31","2009","Bouee 13_20091127",44.6334,-1.2377,,"Bouee 13","20091127",,,"Bouee 13_20091127",,,1,1,345515,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,9959.459459
"BAMN","AA31","2009","Bouee 13_20091210",44.6334,-1.2377,,"Bouee 13","20091210",,,"Bouee 13_20091210",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,389.189189
"BAMN","AA31","2009","Bouee 13_20091210",44.6334,-1.2377,,"Bouee 13","20091210",,,"Bouee 13_20091210",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,15764.86486
"BAMN","AA31","2009","Bouee 13_20091210",44.6334,-1.2377,,"Bouee 13","20091210",,,"Bouee 13_20091210",,,1,1,345515,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,1921.621622
"BAMN","AA31","2009","Comprian_20090106",44.6782,-1.10207,,"Comprian","20090106",,,"Comprian_20090106",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,59.055118
"BAMN","AA31","2009","Comprian_20090106",44.6782,-1.10207,,"Comprian","20090106",,,"Comprian_20090106",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,2103.487064
"BAMN","AA31","2009","Comprian_20090119",44.6782,-1.10207,,"Comprian","20090119",,,"Comprian_20090119",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,52.675353
"BAMN","AA31","2009","Comprian_20090119",44.6782,-1.10207,,"Comprian","20090119",,,"Comprian_20090119",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,2334.349875
"BAMN","AA31","2009","Comprian_20090204",44.6782,-1.10207,,"Comprian","20090204",,,"Comprian_20090204",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,32.292788
"BAMN","AA31","2009","Comprian_20090204",44.6782,-1.10207,,"Comprian","20090204",,,"Comprian_20090204",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,551.668461
"BAMN","AA31","2009","Comprian_20090219",44.6782,-1.10207,,"Comprian","20090219",,,"Comprian_20090219",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,64.679415
"BAMN","AA31","2009","Comprian_20090219",44.6782,-1.10207,,"Comprian","20090219",,,"Comprian_20090219",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,1181.102362
"BAMN","AA31","2009","Comprian_20090306",44.6782,-1.10207,,"Comprian","20090306",,,"Comprian_20090306",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,24.219591
"BAMN","AA31","2009","Comprian_20090306",44.6782,-1.10207,,"Comprian","20090306",,,"Comprian_20090306",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,417.115178
"BAMN","AA31","2009","Comprian_20090319",44.6782,-1.10207,,"Comprian","20090319",,,"Comprian_20090319",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,58.220128
"BAMN","AA31","2009","Comprian_20090319",44.6782,-1.10207,,"Comprian","20090319",,,"Comprian_20090319",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,3385.084558
"BAMN","AA31","2009","Comprian_20090403",44.6782,-1.10207,,"Comprian","20090403",,,"Comprian_20090403",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,98.425197
"BAMN","AA31","2009","Comprian_20090403",44.6782,-1.10207,,"Comprian","20090403",,,"Comprian_20090403",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,2966.816648
"BAMN","AA31","2009","Comprian_20090417",44.6782,-1.10207,,"Comprian","20090417",,,"Comprian_20090417",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,180.156658
"BAMN","AA31","2009","Comprian_20090417",44.6782,-1.10207,,"Comprian","20090417",,,"Comprian_20090417",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,2691.906005
"BAMN","AA31","2009","Comprian_20090504",44.6782,-1.10207,,"Comprian","20090504",,,"Comprian_20090504",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,120.922385
"BAMN","AA31","2009","Comprian_20090504",44.6782,-1.10207,,"Comprian","20090504",,,"Comprian_20090504",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,2691.226097
"BAMN","AA31","2009","Comprian_20090519",44.6782,-1.10207,,"Comprian","20090519",,,"Comprian_20090519",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,29.601722
"BAMN","AA31","2009","Comprian_20090519",44.6782,-1.10207,,"Comprian","20090519",,,"Comprian_20090519",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,1967.168999
"BAMN","AA31","2009","Comprian_20090602",44.6782,-1.10207,,"Comprian","20090602",,,"Comprian_20090602",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,27.72387
"BAMN","AA31","2009","Comprian_20090602",44.6782,-1.10207,,"Comprian","20090602",,,"Comprian_20090602",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,901.025783
"BAMN","AA31","2009","Comprian_20090616",44.6782,-1.10207,,"Comprian","20090616",,,"Comprian_20090616",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,125.326371
"BAMN","AA31","2009","Comprian_20090616",44.6782,-1.10207,,"Comprian","20090616",,,"Comprian_20090616",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,1775.456919
"BAMN","AA31","2009","Comprian_20090701",44.6782,-1.10207,,"Comprian","20090701",,,"Comprian_20090701",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,103
"BAMN","AA31","2009","Comprian_20090701",44.6782,-1.10207,,"Comprian","20090701",,,"Comprian_20090701",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,2024
"BAMN","AA31","2009","Comprian_20090716",44.6782,-1.10207,,"Comprian","20090716",,,"Comprian_20090716",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,55.482166
"BAMN","AA31","2009","Comprian_20090716",44.6782,-1.10207,,"Comprian","20090716",,,"Comprian_20090716",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,4599.735799
"BAMN","AA31","2009","Comprian_20090729",44.6782,-1.10207,,"Comprian","20090729",,,"Comprian_20090729",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,232.496698
"BAMN","AA31","2009","Comprian_20090729",44.6782,-1.10207,,"Comprian","20090729",,,"Comprian_20090729",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,5017.173052
"BAMN","AA31","2009","Comprian_20090814",44.6782,-1.10207,,"Comprian","20090814",,,"Comprian_20090814",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,88.716385
"BAMN","AA31","2009","Comprian_20090814",44.6782,-1.10207,,"Comprian","20090814",,,"Comprian_20090814",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,9151.64957
"BAMN","AA31","2009","Comprian_20090828",44.6782,-1.10207,,"Comprian","20090828",,,"Comprian_20090828",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,63.40819
"BAMN","AA31","2009","Comprian_20090828",44.6782,-1.10207,,"Comprian","20090828",,,"Comprian_20090828",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,10919.41876
"BAMN","AA31","2009","Comprian_20090914",44.6782,-1.10207,,"Comprian","20090914",,,"Comprian_20090914",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,58.124174
"BAMN","AA31","2009","Comprian_20090914",44.6782,-1.10207,,"Comprian","20090914",,,"Comprian_20090914",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,4715.984148
"BAMN","AA31","2009","Comprian_20090928",44.6782,-1.10207,,"Comprian","20090928",,,"Comprian_20090928",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,26.109661
"BAMN","AA31","2009","Comprian_20090928",44.6782,-1.10207,,"Comprian","20090928",,,"Comprian_20090928",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,4887.72846
"BAMN","AA31","2009","Comprian_20091013",44.6782,-1.10207,,"Comprian","20091013",,,"Comprian_20091013",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,46.997389
"BAMN","AA31","2009","Comprian_20091013",44.6782,-1.10207,,"Comprian","20091013",,,"Comprian_20091013",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,5804.177546
"BAMN","AA31","2009","Comprian_20091013",44.6782,-1.10207,,"Comprian","20091013",,,"Comprian_20091013",,,1,1,345515,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,6506.527415
"BAMN","AA31","2009","Comprian_20091029",44.6782,-1.10207,,"Comprian","20091029",,,"Comprian_20091029",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,120.218579
"BAMN","AA31","2009","Comprian_20091029",44.6782,-1.10207,,"Comprian","20091029",,,"Comprian_20091029",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,13784
"BAMN","AA31","2009","Comprian_20091029",44.6782,-1.10207,,"Comprian","20091029",,,"Comprian_20091029",,,1,1,345515,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,4426.229508
"BAMN","AA31","2009","Comprian_20091112",44.6782,-1.10207,,"Comprian","20091112",,,"Comprian_20091112",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,103.038309
"BAMN","AA31","2009","Comprian_20091112",44.6782,-1.10207,,"Comprian","20091112",,,"Comprian_20091112",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,6656.756757
"BAMN","AA31","2009","Comprian_20091127",44.6782,-1.10207,,"Comprian","20091127",,,"Comprian_20091127",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,64.864865
"BAMN","AA31","2009","Comprian_20091127",44.6782,-1.10207,,"Comprian","20091127",,,"Comprian_20091127",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,7067.567568
"BAMN","AA31","2009","Comprian_20091127",44.6782,-1.10207,,"Comprian","20091127",,,"Comprian_20091127",,,1,1,345515,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,1562.162162
"BAMN","AA31","2009","Comprian_20091210",44.6782,-1.10207,,"Comprian","20091210",,,"Comprian_20091210",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,62.162162
"BAMN","AA31","2009","Comprian_20091210",44.6782,-1.10207,,"Comprian","20091210",,,"Comprian_20091210",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,7432.432432
"BAMN","AA31","2009","Comprian_20091210",44.6782,-1.10207,,"Comprian","20091210",,,"Comprian_20091210",,,1,1,345515,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,1032.432432
"BAMN","AA31","2009","Eyrac_20090219",44.6641,-1.14313,,"Eyrac","20090219",,,"Eyrac_20090219",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,16
"BAMN","AA31","2009","Eyrac_20090219",44.6641,-1.14313,,"Eyrac","20090219",,,"Eyrac_20090219",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,842
"BAMN","AA31","2009","Eyrac_20090306",44.6641,-1.14313,,"Eyrac","20090306",,,"Eyrac_20090306",,,1,1,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,24.951483
"BAMN","AA31","2009","Eyrac_20090306",44.6641,-1.14313,,"Eyrac","20090306",,,"Eyrac_20090306",,,1,1,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2009","PP","ERID",,,,914.887718
