"RLABO","SHIPC","CRUIS","STNNO","LATIT","LONGI","POSYS","STATN","SDATE","STIME","WADEP","SMPNO","FINFL","SMVOL","MNDEP","MXDEP","SPECI","TRPHY","STAGE","PARAM","MUNIT","ALABO","METOA","METFP","SLABO","SMTYP","MPROG","PURPM","MYEAR","DTYPE","RLIST","SIZCL","SIZRF","SFLAG","VALUE"
"BAMN","AA31","2016","Portzic_20160321",48.3589,-4.552,,"Portzic","20160321",,,"Portzic_20160321",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,404.658519
"BAMN","AA31","2016","Portzic_20160321",48.3589,-4.552,,"Portzic","20160321",,,"Portzic_20160321",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,3615.725761
"BAMN","AA31","2016","Portzic_20160329",48.3589,-4.552,,"Portzic","20160329",,,"Portzic_20160329",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,170.305924
"BAMN","AA31","2016","Portzic_20160329",48.3589,-4.552,,"Portzic","20160329",,,"Portzic_20160329",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,2423.584296
"BAMN","AA31","2016","Portzic_20160404",48.3589,-4.552,,"Portzic","20160404",,,"Portzic_20160404",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,215.429715
"BAMN","AA31","2016","Portzic_20160404",48.3589,-4.552,,"Portzic","20160404",,,"Portzic_20160404",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,2796.219479
"BAMN","AA31","2016","Portzic_20160413",48.3589,-4.552,,"Portzic","20160413",,,"Portzic_20160413",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,311.499723
"BAMN","AA31","2016","Portzic_20160413",48.3589,-4.552,,"Portzic","20160413",,,"Portzic_20160413",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,1180.496615
"BAMN","AA31","2016","Portzic_20160419",48.3589,-4.552,,"Portzic","20160419",,,"Portzic_20160419",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,292.576843
"BAMN","AA31","2016","Portzic_20160419",48.3589,-4.552,,"Portzic","20160419",,,"Portzic_20160419",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,1477.440277
"BAMN","AA31","2016","Portzic_20160427",48.3589,-4.552,,"Portzic","20160427",,,"Portzic_20160427",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,708.880212
"BAMN","AA31","2016","Portzic_20160427",48.3589,-4.552,,"Portzic","20160427",,,"Portzic_20160427",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,4285.304606
"BAMN","AA31","2016","Portzic_20160503",48.3589,-4.552,,"Portzic","20160503",,,"Portzic_20160503",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,751.092791
"BAMN","AA31","2016","Portzic_20160503",48.3589,-4.552,,"Portzic","20160503",,,"Portzic_20160503",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,4736.542523
"BAMN","AA31","2016","Portzic_20160512",48.3589,-4.552,,"Portzic","20160512",,,"Portzic_20160512",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,1104.805094
"BAMN","AA31","2016","Portzic_20160512",48.3589,-4.552,,"Portzic","20160512",,,"Portzic_20160512",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,13502.20296
"BAMN","AA31","2016","Portzic_20160519",48.3589,-4.552,,"Portzic","20160519",,,"Portzic_20160519",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,857.352042
"BAMN","AA31","2016","Portzic_20160519",48.3589,-4.552,,"Portzic","20160519",,,"Portzic_20160519",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,18777.31977
"BAMN","AA31","2016","Portzic_20160527",48.3589,-4.552,,"Portzic","20160527",,,"Portzic_20160527",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,688.501725
"BAMN","AA31","2016","Portzic_20160527",48.3589,-4.552,,"Portzic","20160527",,,"Portzic_20160527",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,12317.33953
"BAMN","AA31","2016","Portzic_20160601",48.3589,-4.552,,"Portzic","20160601",,,"Portzic_20160601",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,459.971554
"BAMN","AA31","2016","Portzic_20160601",48.3589,-4.552,,"Portzic","20160601",,,"Portzic_20160601",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,14892.30687
"BAMN","AA31","2016","Portzic_20160610",48.3589,-4.552,,"Portzic","20160610",,,"Portzic_20160610",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,279.476387
"BAMN","AA31","2016","Portzic_20160610",48.3589,-4.552,,"Portzic","20160610",,,"Portzic_20160610",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,24855.9312
"BAMN","AA31","2016","Portzic_20160617",48.3589,-4.552,,"Portzic","20160617",,,"Portzic_20160617",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,180.495167
"BAMN","AA31","2016","Portzic_20160617",48.3589,-4.552,,"Portzic","20160617",,,"Portzic_20160617",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,15537.14041
"BAMN","AA31","2016","Portzic_20160627",48.3589,-4.552,,"Portzic","20160627",,,"Portzic_20160627",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,556.041562
"BAMN","AA31","2016","Portzic_20160627",48.3589,-4.552,,"Portzic","20160627",,,"Portzic_20160627",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,18122.29699
"BAMN","AA31","2016","Portzic_20160701",48.3589,-4.552,,"Portzic","20160701",,,"Portzic_20160701",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,123.726526
"BAMN","AA31","2016","Portzic_20160701",48.3589,-4.552,,"Portzic","20160701",,,"Portzic_20160701",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,12723.45365
"BAMN","AA31","2016","Portzic_20160709",48.3589,-4.552,,"Portzic","20160709",,,"Portzic_20160709",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,279.476387
"BAMN","AA31","2016","Portzic_20160709",48.3589,-4.552,,"Portzic","20160709",,,"Portzic_20160709",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,6008.742327
"BAMN","AA31","2016","Portzic_20160718",48.3589,-4.552,,"Portzic","20160718",,,"Portzic_20160718",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,173.766979
"BAMN","AA31","2016","Portzic_20160718",48.3589,-4.552,,"Portzic","20160718",,,"Portzic_20160718",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,10003.58519
"BAMN","AA31","2016","Portzic_20160726",48.3589,-4.552,,"Portzic","20160726",,,"Portzic_20160726",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,239.678591
"BAMN","AA31","2016","Portzic_20160726",48.3589,-4.552,,"Portzic","20160726",,,"Portzic_20160726",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,12325.47154
"BAMN","AA31","2016","Portzic_20160731",48.3589,-4.552,,"Portzic","20160731",,,"Portzic_20160731",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,241.176582
"BAMN","AA31","2016","Portzic_20160731",48.3589,-4.552,,"Portzic","20160731",,,"Portzic_20160731",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,16626.20426
"BAMN","AA31","2016","Portzic_20160808",48.3589,-4.552,,"Portzic","20160808",,,"Portzic_20160808",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,338.54601
"BAMN","AA31","2016","Portzic_20160808",48.3589,-4.552,,"Portzic","20160808",,,"Portzic_20160808",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,9945.163536
"BAMN","AA31","2016","Portzic_20160816",48.3589,-4.552,,"Portzic","20160816",,,"Portzic_20160816",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,8295.875231
"BAMN","AA31","2016","Portzic_20160824",48.3589,-4.552,,"Portzic","20160824",,,"Portzic_20160824",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,456.887314
"BAMN","AA31","2016","Portzic_20160824",48.3589,-4.552,,"Portzic","20160824",,,"Portzic_20160824",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,8892.075726
"BAMN","AA31","2016","Portzic_20160829",48.3589,-4.552,,"Portzic","20160829",,,"Portzic_20160829",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,235.184617
"BAMN","AA31","2016","Portzic_20160829",48.3589,-4.552,,"Portzic","20160829",,,"Portzic_20160829",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,23982.83901
"BAMN","AA31","2016","Portzic_20160907",48.3589,-4.552,,"Portzic","20160907",,,"Portzic_20160907",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,1.497991
"BAMN","AA31","2016","Portzic_20160907",48.3589,-4.552,,"Portzic","20160907",,,"Portzic_20160907",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,18053.78987
"BAMN","AA31","2016","Portzic_20160914",48.3589,-4.552,,"Portzic","20160914",,,"Portzic_20160914",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,26932.38367
"BAMN","AA31","2016","Portzic_20160923",48.3589,-4.552,,"Portzic","20160923",,,"Portzic_20160923",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,350.529939
"BAMN","AA31","2016","Portzic_20160923",48.3589,-4.552,,"Portzic","20160923",,,"Portzic_20160923",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,13312.64774
"BAMN","AA31","2016","Portzic_20160927",48.3589,-4.552,,"Portzic","20160927",,,"Portzic_20160927",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,289.1123
"BAMN","AA31","2016","Portzic_20160927",48.3589,-4.552,,"Portzic","20160927",,,"Portzic_20160927",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,25832.85814
"BAMN","AA31","2016","Portzic_20161006",48.3589,-4.552,,"Portzic","20161006",,,"Portzic_20161006",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,278.626362
"BAMN","AA31","2016","Portzic_20161006",48.3589,-4.552,,"Portzic","20161006",,,"Portzic_20161006",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,21767.31004
"BAMN","AA31","2016","Portzic_20161013",48.3589,-4.552,,"Portzic","20161013",,,"Portzic_20161013",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,1.497991
"BAMN","AA31","2016","Portzic_20161013",48.3589,-4.552,,"Portzic","20161013",,,"Portzic_20161013",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,25656.09518
"BAMN","AA31","2016","Portzic_20161021",48.3589,-4.552,,"Portzic","20161021",,,"Portzic_20161021",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,259.152477
"BAMN","AA31","2016","Portzic_20161021",48.3589,-4.552,,"Portzic","20161021",,,"Portzic_20161021",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,26405.09077
"BAMN","AA31","2016","Portzic_20161027",48.3589,-4.552,,"Portzic","20161027",,,"Portzic_20161027",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,161.783049
"BAMN","AA31","2016","Portzic_20161027",48.3589,-4.552,,"Portzic","20161027",,,"Portzic_20161027",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,24742.32055
"BAMN","AA31","2016","Portzic_20161104",48.3589,-4.552,,"Portzic","20161104",,,"Portzic_20161104",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,142.309163
"BAMN","AA31","2016","Portzic_20161104",48.3589,-4.552,,"Portzic","20161104",,,"Portzic_20161104",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,18449.25954
"BAMN","AA31","2016","Portzic_20161111",48.3589,-4.552,,"Portzic","20161111",,,"Portzic_20161111",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,206.722785
"BAMN","AA31","2016","Portzic_20161111",48.3589,-4.552,,"Portzic","20161111",,,"Portzic_20161111",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,14370.22952
"BAMN","AA31","2016","Portzic_20161119",48.3589,-4.552,,"Portzic","20161119",,,"Portzic_20161119",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,121.337287
"BAMN","AA31","2016","Portzic_20161119",48.3589,-4.552,,"Portzic","20161119",,,"Portzic_20161119",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,9160.21615
"BAMN","AA31","2016","Portzic_20161128",48.3589,-4.552,,"Portzic","20161128",,,"Portzic_20161128",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,77.895542
"BAMN","AA31","2016","Portzic_20161128",48.3589,-4.552,,"Portzic","20161128",,,"Portzic_20161128",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,7648.743036
"BAMN","AA31","2016","Portzic_20161205",48.3589,-4.552,,"Portzic","20161205",,,"Portzic_20161205",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,137.81519
"BAMN","AA31","2016","Portzic_20161205",48.3589,-4.552,,"Portzic","20161205",,,"Portzic_20161205",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,9964.637421
"BAMN","AA31","2016","Portzic_20161210",48.3589,-4.552,,"Portzic","20161210",,,"Portzic_20161210",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,164.779031
"BAMN","AA31","2016","Portzic_20161210",48.3589,-4.552,,"Portzic","20161210",,,"Portzic_20161210",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,5954.514995
"BAMN","AA31","2016","Portzic_20161219",48.3589,-4.552,,"Portzic","20161219",,,"Portzic_20161219",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,76.397551
"BAMN","AA31","2016","Portzic_20161219",48.3589,-4.552,,"Portzic","20161219",,,"Portzic_20161219",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,5069.2022
"BAMN","AA31","2016","Portzic_20161227",48.3589,-4.552,,"Portzic","20161227",,,"Portzic_20161227",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,116.843313
"BAMN","AA31","2016","Portzic_20161227",48.3589,-4.552,,"Portzic","20161227",,,"Portzic_20161227",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,4478.993669
"BAMN","AA31","2016","Smile_20160113",49.337,-0.333041,,"Smile","20160113",,,"Smile_20160113",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,320.887266
"BAMN","AA31","2016","Smile_20160113",49.337,-0.333041,,"Smile","20160113",,,"Smile_20160113",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,4002.132045
"BAMN","AA31","2016","Smile_20160125",49.337,-0.333041,,"Smile","20160125",,,"Smile_20160125",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,576.619757
"BAMN","AA31","2016","Smile_20160125",49.337,-0.333041,,"Smile","20160125",,,"Smile_20160125",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,803.0326
"BAMN","AA31","2016","Smile_20160211",49.337,-0.333041,,"Smile","20160211",,,"Smile_20160211",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,239.443798
"BAMN","AA31","2016","Smile_20160211",49.337,-0.333041,,"Smile","20160211",,,"Smile_20160211",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,5148.856082
"BAMN","AA31","2016","Smile_20160225",49.337,-0.333041,,"Smile","20160225",,,"Smile_20160225",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,614.083753
"BAMN","AA31","2016","Smile_20160225",49.337,-0.333041,,"Smile","20160225",,,"Smile_20160225",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,1861.797691
"BAMN","AA31","2016","Smile_20160308",49.337,-0.333041,,"Smile","20160308",,,"Smile_20160308",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,73.299122
"BAMN","AA31","2016","Smile_20160308",49.337,-0.333041,,"Smile","20160308",,,"Smile_20160308",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,2969.428864
"BAMN","AA31","2016","Smile_20160323",49.337,-0.333041,,"Smile","20160323",,,"Smile_20160323",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,91.216685
"BAMN","AA31","2016","Smile_20160323",49.337,-0.333041,,"Smile","20160323",,,"Smile_20160323",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,4705.803613
"BAMN","AA31","2016","Smile_20160412",49.337,-0.333041,,"Smile","20160412",,,"Smile_20160412",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,353.464654
"BAMN","AA31","2016","Smile_20160412",49.337,-0.333041,,"Smile","20160412",,,"Smile_20160412",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,3612.832265
"BAMN","AA31","2016","Smile_20160422",49.337,-0.333041,,"Smile","20160422",,,"Smile_20160422",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,32.577387
"BAMN","AA31","2016","Smile_20160422",49.337,-0.333041,,"Smile","20160422",,,"Smile_20160422",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,1316.126452
"BAMN","AA31","2016","Smile_20160510",49.337,-0.333041,,"Smile","20160510",,,"Smile_20160510",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,219.897365
"BAMN","AA31","2016","Smile_20160510",49.337,-0.333041,,"Smile","20160510",,,"Smile_20160510",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,4459.844338
"BAMN","AA31","2016","Smile_20160524",49.337,-0.333041,,"Smile","20160524",,,"Smile_20160524",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,1400.827659
"BAMN","AA31","2016","Smile_20160524",49.337,-0.333041,,"Smile","20160524",,,"Smile_20160524",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,13778.60601
"BAMN","AA31","2016","Smile_20160606",49.337,-0.333041,,"Smile","20160606",,,"Smile_20160606",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,104.268038
"BAMN","AA31","2016","Smile_20160606",49.337,-0.333041,,"Smile","20160606",,,"Smile_20160606",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,1109.81186
"BAMN","AA31","2016","Smile_20160622",49.337,-0.333041,,"Smile","20160622",,,"Smile_20160622",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,417.072154
"BAMN","AA31","2016","Smile_20160622",49.337,-0.333041,,"Smile","20160622",,,"Smile_20160622",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,6861.693922
"BAMN","AA31","2016","Smile_20160704",49.337,-0.333041,,"Smile","20160704",,,"Smile_20160704",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,535.623485
"BAMN","AA31","2016","Smile_20160704",49.337,-0.333041,,"Smile","20160704",,,"Smile_20160704",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,47520.51557
"BAMN","AA31","2016","Smile_20160720",49.337,-0.333041,,"Smile","20160720",,,"Smile_20160720",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,295.664164
"BAMN","AA31","2016","Smile_20160720",49.337,-0.333041,,"Smile","20160720",,,"Smile_20160720",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,40534.557
"BAMN","AA31","2016","Smile_20160819",49.337,-0.333041,,"Smile","20160819",,,"Smile_20160819",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,77.129782
"BAMN","AA31","2016","Smile_20160819",49.337,-0.333041,,"Smile","20160819",,,"Smile_20160819",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,2456.726384
"BAMN","AA31","2016","Smile_20160902",49.337,-0.333041,,"Smile","20160902",,,"Smile_20160902",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,91.413075
"BAMN","AA31","2016","Smile_20160902",49.337,-0.333041,,"Smile","20160902",,,"Smile_20160902",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,1091.24358
"BAMN","AA31","2016","Smile_20160921",49.337,-0.333041,,"Smile","20160921",,,"Smile_20160921",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,199.966101
"BAMN","AA31","2016","Smile_20160921",49.337,-0.333041,,"Smile","20160921",,,"Smile_20160921",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,1425.472634
"BAMN","AA31","2016","Smile_20161003",49.337,-0.333041,,"Smile","20161003",,,"Smile_20161003",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,258.527602
"BAMN","AA31","2016","Smile_20161003",49.337,-0.333041,,"Smile","20161003",,,"Smile_20161003",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,9038.467765
"BAMN","AA31","2016","Smile_20161017",49.337,-0.333041,,"Smile","20161017",,,"Smile_20161017",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,67.131477
"BAMN","AA31","2016","Smile_20161017",49.337,-0.333041,,"Smile","20161017",,,"Smile_20161017",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,7998.644039
"BAMN","AA31","2016","Smile_20161103",49.337,-0.333041,,"Smile","20161103",,,"Smile_20161103",,,2,2,17639,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,162.829539
"BAMN","AA31","2016","Smile_20161103",49.337,-0.333041,,"Smile","20161103",,,"Smile_20161103",,,2,2,160572,,,"ABUNDNR","nrcells/l",,,,,,"CEMP~NATL","T~S","2016","PP","ERID",,,,11736.5818
